fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,5.00,15.00,20.00,2025-11-28 [Closed]
2080/2081,7.00,3.00,10.00,2024-12-27 [Closed]
2079/2080,,15.00,15.00,2024-04-12 [Closed]
