fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,15.00,0.7895,15.7895,2023-03-24 [Closed]
2077/2078,25.00,1.3157,26.3157,2022-01-05 [Closed]
2076/2077,49.4,2.6,52.00,2021-05-06 [Closed]
2075/2076,25.00,1.32,26.32,2020-03-27 [Closed]
2074/2075,20.00,1.05,21.05,2019-07-03 [Closed]
2073/2074,20.00,1.05,21.05,2018-01-02 [Closed]
2072/2073,20.00,,20.00,2016-11-30 [Closed]
