fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2077/2078,15.00,0.7895,15.7895,2022-02-07 [Closed]
2075/2076,22.00,1.16,23.16,2019-12-30 [Closed]
2074/2075,22.00,1.16,23.16,2018-10-02 [Closed]
2073/2074,18.00,,18.00,2018-01-03 [Closed]
2072/2073,10.00,,10.00,2016-12-28 [Closed]
2071/2072,25.00,,25.00,2015-10-27 [Closed]
2070/2071,70.00,7.00,77.00,2014-11-17 [Closed]
2068/2069,50.00,,50.00,2012-12-10 [Closed]
2067/2068,0.00,35.00,35.00,2012-01-01 [Closed]
