fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,9.00,0.47,9.47,2025-12-22 [Closed]
2080/2081,8.00,0.42,8.42,2024-12-23 [Closed]
2079/2080,7.00,0.37,7.37,2023-12-11 [Closed]
2078/2079,5.00,0.0263,5.0263,2022-12-26 [Closed]
2077/2078,7.00,0.3684,7.3684,2021-12-28 [Closed]
2076/2077,15.00,0.7895,15.7895,2021-03-16 [Closed]
