fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2079/2080,,15.00,15.00,2023-12-11 [Closed]
2078/2079,0.00,14.75,14.75,2023-04-14 [Closed]
2077/2078,0.00,5.41,5.41,2021-11-09 [Closed]
