fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,4.75,0.25,5.00,2026-01-02 [Closed]
2080/2081,7.5,0.3947,7.8947,2025-01-03 [Closed]
2078/2079,10.00,10.00,20.00,2023-01-06 [Closed]
2077/2078,20.00,1.0526,21.0526,2021-11-25 [Closed]
2076/2077,16.9399,0.8916,17.8315,2021-01-01 [Closed]
2075/2076,30.00,1.58,31.58,2019-11-06 [Closed]
2074/2075,15.00,11.32,26.32,2018-10-03 [Closed]
2073/2074,30.00,12.105,42.105,2017-09-18 [Closed]
2072/2073,10.00,10.00,20.00,2016-12-19 [Closed]
