date,open,high,low,ltp,percent_change,qty,turnover
2026-02-12,916.0,925.0,878.1,899.0,0.0,72151,64615113.0
2026-02-11,936.4,946.0,896.7,899.0,-2.08,50508,45948732.1
2026-02-10,915.0,948.0,900.0,918.1,0.56,57531,53088609.9
2026-02-09,940.0,960.0,906.5,913.0,-3.49,93002,85979551.1
2026-02-08,978.2,989.0,946.0,946.0,-1.37,72351,70064861.5
2026-02-05,970.0,989.0,951.1,959.1,-1.12,96422,93063537.9
2026-02-04,993.0,1005.0,964.0,970.0,-2.02,72320,70930533.0
2026-02-03,1030.0,1056.0,980.0,990.0,-3.32,104983,106018116.8
2026-02-02,940.0,1030.0,940.0,1024.0,8.94,150411,150839084.3
2026-02-01,1004.0,1010.0,930.0,940.0,-6.37,144459,139618091.2
2026-01-29,1100.0,1127.0,1003.1,1004.0,-8.31,167219,176549451.8
2026-01-28,1056.8,1110.0,1021.0,1095.0,5.68,210891,223270515.4
2026-01-27,1120.0,1173.0,1032.0,1036.1,-6.66,232871,257889518.3
2026-01-26,1016.0,1115.0,980.0,1110.0,9.25,277486,289789950.1
2026-01-25,942.3,1025.0,942.3,1016.0,7.82,207697,208083695.5
2026-01-22,877.0,957.0,866.1,942.3,7.51,153601,140278293.0
2026-01-21,910.0,910.0,867.3,876.5,-1.96,76951,67960880.7
2026-01-20,873.1,917.0,873.1,894.0,3.95,172099,154407774.4
2026-01-18,840.0,872.9,835.6,860.0,2.97,93813,80722944.7
2026-01-14,847.0,855.0,825.0,835.2,-1.39,48797,40893729.4
2026-01-13,870.0,889.0,840.0,847.0,-2.62,106035,91239240.4
2026-01-12,824.1,893.0,824.1,869.8,5.3,164917,142582638.8
2026-01-08,785.6,833.0,785.6,826.0,3.24,82825,68034729.9
2026-01-07,830.0,841.8,800.0,800.1,-4.64,116330,95453875.4
2026-01-06,900.0,904.0,836.0,839.0,-6.26,100281,86757800.3
2026-01-05,808.5,900.0,808.5,895.0,8.48,135938,116605626.7
2026-01-04,772.2,830.0,772.2,825.0,4.72,106627,85643736.9
2026-01-01,789.0,810.0,767.0,787.8,1.39,84688,67272837.0
2025-12-31,750.0,784.0,749.0,777.0,3.6,58453,45218822.0
2025-12-29,749.0,767.0,745.3,750.0,0.13,43334,32691261.4
