fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,12.00,0.632,12.632,2025-08-29 [Closed]
2080/2081,10.00,0.526,10.526,2024-10-23 [Closed]
2079/2080,10.00,0.526,10.526,2023-12-28 [Closed]
2078/2079,0.00,10.00,10.00,
2077/2078,25.00,30.00,55.00,
