fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,10.00,0.5263,10.5263,2022-11-04 [Closed]
2077/2078,17.00,0.89,17.89,2021-08-31 [Closed]
2076/2077,5.71,0.29,6.00,2020-11-27 [Closed]
