date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-04-28,134,2026042805016406,HHL,8,59,300,390.00,"117,000.00"
2026-04-28,135,2026042805016140,HHL,88,14,60,389.00,"23,340.00"
2026-04-28,136,2026042805016139,HHL,88,66,10,388.90,"3,889.00"
2026-04-28,137,2026042805016138,HHL,88,66,10,388.80,"3,888.00"
2026-04-28,138,2026042805016137,HHL,88,66,10,388.70,"3,887.00"
2026-04-28,139,2026042805016136,HHL,88,66,10,388.60,"3,886.00"
2026-04-28,140,2026042805016135,HHL,88,33,100,388.00,"38,800.00"
2026-04-28,141,2026042805016148,HHL,8,66,231,389.20,"89,905.20"
2026-04-28,142,2026042805016147,HHL,8,19,10,389.00,"3,890.00"
2026-04-28,143,2026042805016146,HHL,8,40,500,389.00,"194,500.00"
2026-04-28,144,2026042805016145,HHL,8,39,50,389.00,"19,450.00"
2026-04-28,145,2026042805016144,HHL,8,59,130,389.00,"50,570.00"
2026-04-28,146,2026042805016143,HHL,8,14,440,389.00,"171,160.00"
2026-04-28,147,2026042805016399,HHL,8,34,486,389.40,"189,248.40"
2026-04-28,148,2026042805016153,HHL,8,34,"1,439",389.40,"560,346.60"
2026-04-28,149,2026042805016152,HHL,8,40,"1,000",389.40,"389,400.00"
2026-04-28,150,2026042805016151,HHL,8,48,200,389.30,"77,860.00"
2026-04-28,151,2026042805016150,HHL,8,32,200,389.30,"77,860.00"
2026-04-28,152,2026042805016149,HHL,8,45,300,389.20,"116,760.00"
2026-04-28,153,2026042805016405,HHL,8,54,600,390.00,"234,000.00"
2026-04-28,154,2026042805016404,HHL,8,22,500,390.00,"195,000.00"
2026-04-28,155,2026042805016403,HHL,8,45,100,390.00,"39,000.00"
2026-04-28,156,2026042805016402,HHL,8,34,370,390.00,"144,300.00"
2026-04-28,157,2026042805016401,HHL,8,42,125,389.90,"48,737.50"
2026-04-28,158,2026042805016400,HHL,8,52,200,389.50,"77,900.00"
2026-04-28,159,2026042805016491,HIDCL,57,57,300,269.90,"80,970.00"
2026-04-28,160,2026042805016490,HIDCL,57,14,142,269.90,"38,325.80"
2026-04-28,161,2026042805016489,HIDCL,57,3,132,269.90,"35,626.80"
2026-04-28,162,2026042805016488,HIDCL,57,41,50,269.50,"13,475.00"
2026-04-28,163,2026042805016487,HIDCL,57,58,300,268.90,"80,670.00"
2026-04-28,164,2026042805016486,HIDCL,57,25,70,268.20,"18,774.00"
2026-04-28,165,2026042805016458,HIDCL,62,25,10,268.20,"2,682.00"
2026-04-28,166,2026042805016163,HIDCL,14,45,60,268.00,"16,080.00"
2026-04-28,167,2026042805016101,HIDCL,14,25,100,268.00,"26,800.00"
2026-04-28,168,2026042805016100,HIDCL,14,54,31,268.00,"8,308.00"
2026-04-28,169,2026042805016064,HIDCL,32,4,950,267.80,"254,410.00"
2026-04-28,170,2026042805016521,HRL,94,57,12,685.50,"8,226.00"
2026-04-28,171,2026042805016520,HRL,94,43,288,685.20,"197,337.60"
2026-04-28,172,2026042805016453,HRL,32,57,495,685.10,"339,124.50"
2026-04-28,173,2026042805016452,HRL,42,43,10,685.20,"6,852.00"
2026-04-28,174,2026042805016427,HRL,54,43,268,685.20,"183,633.60"
2026-04-28,175,2026042805016398,HRL,1,57,30,685.50,"20,565.00"
2026-04-28,176,2026042805016065,HRL,47,32,10,686.00,"6,860.00"
2026-04-28,177,2026042805016063,HRL,14,32,100,686.00,"68,600.00"
2026-04-28,178,2026042805016084,HRL,47,59,10,686.00,"6,860.00"
2026-04-28,179,2026042805016082,HRL,53,59,20,686.00,"13,720.00"
2026-04-28,180,2026042805016081,HRL,53,32,80,686.00,"54,880.00"
2026-04-28,181,2026042805016073,HRL,32,34,21,685.10,"14,387.10"
2026-04-28,182,2026042805016132,HRL,75,59,10,686.00,"6,860.00"
2026-04-28,183,2026042805016115,HRL,48,32,144,685.20,"98,668.80"
2026-04-28,184,2026042805016284,HRL,62,43,79,686.00,"54,194.00"
2026-04-28,185,2026042805016283,HRL,62,59,21,686.00,"14,406.00"
2026-04-28,186,2026042805016194,HRL,4,34,12,685.20,"8,222.40"
2026-04-28,187,2026042805016189,HRL,32,56,10,685.10,"6,851.00"
2026-04-28,188,2026042805016168,HRL,48,90,56,685.20,"38,371.20"
2026-04-28,189,2026042805016376,HRL,54,34,100,685.20,"68,520.00"
2026-04-28,190,2026042805016370,HRL,58,57,60,685.50,"41,130.00"
2026-04-28,191,2026042805016357,HRL,54,45,10,685.20,"6,852.00"
2026-04-28,192,2026042805016323,HRL,54,25,50,685.20,"34,260.00"
2026-04-28,193,2026042805016287,HRL,54,38,10,685.20,"6,852.00"
2026-04-28,194,2026042805016451,ILI,42,49,12,435.70,"5,228.40"
2026-04-28,195,2026042805016397,ILI,35,4,22,436.00,"9,592.00"
2026-04-28,196,2026042805016174,ILI,19,4,10,436.00,"4,360.00"
2026-04-28,197,2026042805016111,ILI,58,4,18,436.00,"7,848.00"
2026-04-28,198,2026042805016423,KBSH,29,57,10,"1,620.00","16,200.00"
2026-04-28,199,2026042805016442,KDBY,42,49,100,11.54,"1,154.00"
2026-04-28,200,2026042805016270,KDBY,49,5,"2,283",11.36,"25,934.88"
2026-04-28,201,2026042805016222,KDBY,19,5,"6,000",11.37,"68,220.00"
2026-04-28,202,2026042805016273,KEF,42,20,100,10.79,"1,079.00"
2026-04-28,203,2026042805016190,MAKAR,96,58,60,503.00,"30,180.00"
2026-04-28,204,2026042805016161,MAKAR,96,57,40,503.00,"20,120.00"
2026-04-28,205,2026042805016552,MANDU,43,14,50,823.00,"41,150.00"
2026-04-28,206,2026042805016178,MANDU,63,43,200,805.50,"161,100.00"
2026-04-28,207,2026042805016324,MBJC,60,49,70,285.20,"19,964.00"
2026-04-28,208,2026042805016220,MBJC,60,60,12,285.20,"3,422.40"
2026-04-28,209,2026042805016219,MBJC,45,60,40,285.20,"11,408.00"
2026-04-28,210,2026042805016218,MBJC,1,60,500,285.30,"142,650.00"
2026-04-28,211,2026042805016217,MBJC,36,60,"1,200",285.40,"342,480.00"
2026-04-28,212,2026042805016216,MBJC,57,60,500,285.50,"142,750.00"
2026-04-28,213,2026042805016215,MBJC,32,60,600,285.50,"171,300.00"
2026-04-28,214,2026042805016214,MBJC,58,60,475,285.50,"135,612.50"
2026-04-28,215,2026042805016213,MBJC,43,60,40,285.60,"11,424.00"
2026-04-28,216,2026042805016304,MCHL,38,49,20,336.10,"6,722.00"
2026-04-28,217,2026042805016303,MCHL,7,49,10,336.20,"3,362.00"
2026-04-28,218,2026042805016302,MCHL,7,49,10,336.50,"3,365.00"
2026-04-28,219,2026042805016547,MEHL,57,38,10,407.50,"4,075.00"
2026-04-28,220,2026042805016068,MEHL,57,38,10,407.50,"4,075.00"
2026-04-28,221,2026042805016067,MEHL,57,42,40,407.00,"16,280.00"
2026-04-28,222,2026042805016107,MEL,58,82,100,253.20,"25,320.00"
2026-04-28,223,2026042805016080,MEL,58,41,10,253.20,"2,532.00"
2026-04-28,224,2026042805016156,MEL,7,89,30,253.30,"7,599.00"
2026-04-28,225,2026042805016110,MEL,33,82,225,253.00,"56,925.00"
2026-04-28,226,2026042805016109,MEL,43,82,100,253.10,"25,310.00"
2026-04-28,227,2026042805016108,MEL,74,82,100,253.10,"25,310.00"
2026-04-28,228,2026042805016157,MEL,7,13,28,254.00,"7,112.00"
2026-04-28,229,2026042805016301,MEL,7,94,42,254.00,"10,668.00"
2026-04-28,230,2026042805016315,MHCL,41,16,10,358.00,"3,580.00"
2026-04-28,231,2026042805016314,MHCL,41,4,10,358.00,"3,580.00"
2026-04-28,232,2026042805016313,MHCL,41,34,10,358.00,"3,580.00"
2026-04-28,233,2026042805016312,MHCL,41,42,10,358.00,"3,580.00"
2026-04-28,234,2026042805016311,MHCL,41,56,496,357.80,"177,468.80"
2026-04-28,235,2026042805016310,MHCL,41,57,100,357.70,"35,770.00"
2026-04-28,236,2026042805016309,MHCL,41,5,200,357.60,"71,520.00"
2026-04-28,237,2026042805016538,MHL,62,49,16,508.00,"8,128.00"
2026-04-28,238,2026042805016285,MHL,42,49,10,508.00,"5,080.00"
2026-04-28,239,2026042805016209,MHL,42,49,20,508.00,"10,160.00"
2026-04-28,240,2026042805016141,MKHC,58,44,10,321.70,"3,217.00"
2026-04-28,241,2026042805016277,MKHL,84,38,49,633.00,"31,017.00"
2026-04-28,242,2026042805016276,MKHL,57,38,11,634.00,"6,974.00"
2026-04-28,243,2026042805016233,MKHL,49,52,5,615.00,"3,075.00"
2026-04-28,244,2026042805016300,MMKJL,96,57,10,515.00,"5,150.00"
2026-04-28,245,2026042805016134,MMKJL,48,16,10,514.00,"5,140.00"
2026-04-28,246,2026042805016069,NBF3,32,48,100,9.86,986.00
2026-04-28,247,2026042805016160,NICFC,46,26,100,9.27,927.00
2026-04-28,248,2026042805016493,NIFRA,26,58,64,264.30,"16,915.20"
2026-04-28,249,2026042805016492,NIFRA,26,7,54,264.20,"14,266.80"
2026-04-28,250,2026042805016450,NIFRA,62,17,41,264.10,"10,828.10"
2026-04-28,251,2026042805016449,NIFRA,38,17,119,264.20,"31,439.80"
2026-04-28,252,2026042805016279,NIFRA,8,58,36,264.30,"9,514.80"
2026-04-28,253,2026042805016260,NIFRA,6,57,20,265.00,"5,300.00"
2026-04-28,254,2026042805016162,NIFRA,8,38,64,264.30,"16,915.20"
2026-04-28,255,2026042805016127,NIFRA,59,57,400,265.00,"106,000.00"
2026-04-28,256,2026042805016126,NIFRA,59,42,100,265.00,"26,500.00"
2026-04-28,257,2026042805016086,NIFRA,38,59,68,264.20,"17,965.60"
2026-04-28,258,2026042805016551,NRIC,34,45,10,910.00,"9,100.00"
2026-04-28,259,2026042805016548,NRIC,32,45,10,910.00,"9,100.00"
2026-04-28,260,2026042805016543,NRIC,85,45,11,910.00,"10,010.00"
2026-04-28,261,2026042805016526,NRIC,45,45,100,910.00,"91,000.00"
2026-04-28,262,2026042805016394,NRIC,48,45,100,910.00,"91,000.00"
2026-04-28,263,2026042805016103,NRIC,42,11,260,909.20,"236,392.00"
2026-04-28,264,2026042805016056,NRIC,42,74,10,909.20,"9,092.00"
2026-04-28,265,2026042805016234,NRIC,8,59,60,909.00,"54,540.00"
2026-04-28,266,2026042805016224,NRIC,34,45,74,910.00,"67,340.00"
2026-04-28,267,2026042805016165,NRIC,8,34,140,909.00,"127,260.00"
2026-04-28,268,2026042805016164,NRIC,58,34,10,910.00,"9,100.00"
2026-04-28,269,2026042805016105,NRIC,8,11,100,909.00,"90,900.00"
2026-04-28,270,2026042805016104,NRIC,58,11,10,909.10,"9,091.00"
2026-04-28,271,2026042805016373,NRIC,8,58,50,908.80,"45,440.00"
2026-04-28,272,2026042805016321,NRIC,8,38,53,908.80,"48,166.40"
2026-04-28,273,2026042805016256,NRIC,45,59,10,909.00,"9,090.00"
2026-04-28,274,2026042805016236,NRIC,14,59,10,909.00,"9,090.00"
2026-04-28,275,2026042805016235,NRIC,54,59,20,909.00,"18,180.00"
2026-04-28,276,2026042805016246,NRM,14,52,30,401.00,"12,030.00"
2026-04-28,277,2026042805016085,NRM,14,49,10,401.00,"4,010.00"
2026-04-28,278,2026042805016079,NRM,35,17,50,400.90,"20,045.00"
2026-04-28,279,2026042805016537,NRN,58,25,100,"1,475.00","147,500.00"
2026-04-28,280,2026042805016054,NRN,95,17,60,"1,464.00","87,840.00"
2026-04-28,281,2026042805016154,NRN,58,17,40,"1,464.00","58,560.00"
2026-04-28,282,2026042805016131,NRN,14,48,50,"1,460.00","73,000.00"
2026-04-28,283,2026042805016125,NRN,51,32,1,"1,417.00","1,417.00"
2026-04-28,284,2026042805016099,NRN,14,7,10,"1,460.00","14,600.00"
2026-04-28,285,2026042805016245,NRN,58,56,50,"1,460.00","73,000.00"
2026-04-28,286,2026042805016244,NRN,14,56,25,"1,460.00","36,500.00"
2026-04-28,287,2026042805016155,NRN,58,58,50,"1,465.00","73,250.00"
2026-04-28,288,2026042805016330,NRN,34,66,100,"1,461.10","146,110.00"
2026-04-28,289,2026042805016476,NRN,58,48,500,"1,469.80","734,900.00"
2026-04-28,290,2026042805016475,NRN,58,56,165,"1,469.70","242,500.50"
2026-04-28,291,2026042805016388,NRN,58,56,335,"1,469.70","492,349.50"
2026-04-28,292,2026042805016387,NRN,58,22,15,"1,466.00","21,990.00"
2026-04-28,293,2026042805016386,NRN,58,58,150,"1,465.00","219,750.00"
2026-04-28,294,2026042805016385,NRN,34,38,15,"1,461.10","21,916.50"
2026-04-28,295,2026042805016497,NRN,77,94,25,"1,465.00","36,625.00"
2026-04-28,296,2026042805016496,NRN,58,94,775,"1,474.00","1,142,350.00"
2026-04-28,297,2026042805016480,NRN,58,1,10,"1,474.00","14,740.00"
2026-04-28,298,2026042805016479,NRN,58,21,250,"1,470.00","367,500.00"
2026-04-28,299,2026042805016478,NRN,58,21,200,"1,470.00","294,000.00"
2026-04-28,300,2026042805016477,NRN,58,80,100,"1,470.00","147,000.00"
2026-04-28,301,2026042805016305,NTC,58,45,20,876.00,"17,520.00"
2026-04-28,302,2026042805016228,NTC,49,45,60,876.00,"52,560.00"
2026-04-28,303,2026042805016529,PHCL,25,56,"2,168",305.00,"661,240.00"
2026-04-28,304,2026042805016528,PHCL,25,58,"2,722",304.90,"829,937.80"
2026-04-28,305,2026042805016527,PHCL,25,13,110,304.20,"33,462.00"
2026-04-28,306,2026042805016446,PHCL,38,99,244,303.70,"74,102.80"
2026-04-28,307,2026042805016445,PHCL,43,99,200,303.80,"60,760.00"
2026-04-28,308,2026042805016444,PHCL,4,99,100,304.00,"30,400.00"
2026-04-28,309,2026042805016282,PHCL,81,58,278,304.90,"84,762.20"
2026-04-28,310,2026042805016281,PHCL,81,58,100,304.50,"30,450.00"
2026-04-28,311,2026042805016280,PHCL,81,57,262,304.30,"79,726.60"
2026-04-28,312,2026042805016545,PPL,34,34,10,356.00,"3,560.00"
2026-04-28,313,2026042805016456,PPL,34,34,27,356.00,"9,612.00"
2026-04-28,314,2026042805016455,PPL,34,34,100,355.00,"35,500.00"
2026-04-28,315,2026042805016454,PPL,34,90,373,354.00,"132,042.00"
2026-04-28,316,2026042805016262,PPL,49,90,10,354.00,"3,540.00"
2026-04-28,317,2026042805016229,PPL,22,90,32,354.00,"11,328.00"
2026-04-28,318,2026042805016097,PPL,35,90,85,354.00,"30,090.00"
2026-04-28,319,2026042805016096,PPL,58,34,500,355.00,"177,500.00"
2026-04-28,320,2026042805016525,RFPL,72,18,70,373.00,"26,110.00"
2026-04-28,321,2026042805016483,RFPL,1,52,997,372.50,"371,382.50"
2026-04-28,322,2026042805016482,RFPL,33,52,515,372.60,"191,889.00"
2026-04-28,323,2026042805016481,RFPL,21,52,500,373.00,"186,500.00"
2026-04-28,324,2026042805016170,RFPL,33,45,310,372.60,"115,506.00"
2026-04-28,325,2026042805016169,RFPL,94,45,500,373.00,"186,500.00"
2026-04-28,326,2026042805016534,RHGCL,41,74,247,300.00,"74,100.00"
2026-04-28,327,2026042805016533,RHGCL,41,60,53,299.00,"15,847.00"
2026-04-28,328,2026042805016530,RHGCL,45,60,10,299.00,"2,990.00"
2026-04-28,329,2026042805016429,RHGCL,49,60,10,299.00,"2,990.00"
2026-04-28,330,2026042805016369,RHGCL,36,45,50,296.20,"14,810.00"
2026-04-28,331,2026042805016368,RHGCL,34,45,50,296.30,"14,815.00"
2026-04-28,332,2026042805016258,RMF1,64,49,"4,246",9.88,"41,950.48"
2026-04-28,333,2026042805016257,RMF1,64,62,100,9.87,987.00
2026-04-28,334,2026042805016371,RNLI,53,45,12,461.90,"5,542.80"
2026-04-28,335,2026042805016102,RNLI,38,59,12,462.00,"5,544.00"
2026-04-28,336,2026042805016058,RNLI,38,36,1,450.00,450.00
2026-04-28,337,2026042805016286,RNLI,21,47,12,462.00,"5,544.00"
2026-04-28,338,2026042805016495,SAHAS,92,51,200,618.40,"123,680.00"
2026-04-28,339,2026042805016494,SAHAS,92,50,10,618.00,"6,180.00"
2026-04-28,340,2026042805016358,SAHAS,14,50,40,618.00,"24,720.00"
2026-04-28,341,2026042805016288,SAHAS,48,6,20,617.80,"12,356.00"
2026-04-28,342,2026042805016117,SAHAS,48,36,100,617.80,"61,780.00"
2026-04-28,343,2026042805016550,SANVI,36,22,45,704.00,"31,680.00"
2026-04-28,344,2026042805016549,SANVI,36,62,15,703.00,"10,545.00"
2026-04-28,345,2026042805016536,SANVI,39,58,10,702.00,"7,020.00"
2026-04-28,346,2026042805016535,SANVI,39,57,10,700.00,"7,000.00"
2026-04-28,347,2026042805016289,SANVI,25,57,10,700.00,"7,000.00"
2026-04-28,348,2026042805016128,SANVI,74,59,100,695.00,"69,500.00"
2026-04-28,349,2026042805016201,SGHC,44,34,38,370.40,"14,075.20"
2026-04-28,350,2026042805016200,SGHC,74,34,100,370.40,"37,040.00"
2026-04-28,351,2026042805016199,SGHC,17,34,60,370.50,"22,230.00"
2026-04-28,352,2026042805016198,SGHC,11,34,270,370.50,"100,035.00"
2026-04-28,353,2026042805016197,SGHC,13,34,50,370.60,"18,530.00"
2026-04-28,354,2026042805016196,SGHC,59,34,50,370.70,"18,535.00"
2026-04-28,355,2026042805016195,SGHC,54,34,32,371.00,"11,872.00"
2026-04-28,356,2026042805016078,SGHC,11,6,30,370.50,"11,115.00"
2026-04-28,357,2026042805016077,SGHC,29,6,100,370.60,"37,060.00"
2026-04-28,358,2026042805016462,SHIVM,16,47,50,666.00,"33,300.00"
