fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,5.00,0.2632,5.2632,2026-01-06 [Closed]
2080/2081,8.00,,8.00,2024-11-13 [Closed]
2079/2080,,5.2632,5.2632,2024-01-02 [Closed]
2078/2079,5.00,0.0263,5.0263,2022-12-28 [Closed]
