fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,9.5,0.5,10.00,2025-12-31 [Closed]
2080/2081,13.775,0.725,14.5,2024-11-29 [Closed]
2079/2080,13.00,0.6842,13.6842,2024-01-01 [Closed]
2078/2079,11.00,0.5789,11.5789,2023-03-05 [Closed]
2077/2078,30.00,1.5789,31.5789,2021-12-16 [Closed]
2075/2076,10.00,0.526,10.526,2019-12-30 [Closed]
