fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,9.5,0.5,10.00,2025-12-08 [Closed]
2080/2081,14.25,0.75,15.00,2024-11-10 [Closed]
2078/2079,14.2857,0.7143,15.00,2023-03-10 [Closed]
2077/2078,25.00,1.3158,26.3158,2021-10-29 [Closed]
2076/2077,15.00,0.7895,15.7895,2020-12-27 [Closed]
2075/2076,12.00,0.63,12.63,2019-10-02 [Closed]
