fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2080/2081,10.00,0.5263,10.5263,2025-07-03 [Closed]
2079/2080,10.2612,0.5401,10.8013,2024-02-05 [Closed]
