fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,2.5,10.00,12.5,2025-11-27 [Closed]
2080/2081,8.55,0.45,9.00,2025-01-01 [Closed]
2079/2080,14.25,0.75,15.00,2024-01-04 [Closed]
2078/2079,0.00,10.53,10.53,2023-01-04 [Closed]
2077/2078,0.00,29.00,29.00,2021-10-25 [Closed]
2076/2077,0.00,24.21,24.21,2020-10-29 [Closed]
2075/2076,0.00,15.78,15.78,2019-10-16 [Closed]
2074/2075,0.00,15.78,15.78,2019-04-09 [Closed]
