date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-03-25,27,2026032505035615,BHL,48,50,500,248.00,"124,000.00"
2026-03-25,28,2026032505035614,BHL,57,50,100,248.00,"24,800.00"
2026-03-25,29,2026032505035613,BHL,59,50,100,248.00,"24,800.00"
2026-03-25,30,2026032505035612,BHL,45,50,500,248.00,"124,000.00"
2026-03-25,31,2026032505035658,BHL,58,91,300,248.00,"74,400.00"
2026-03-25,32,2026032505035624,BHL,45,91,178,248.00,"44,144.00"
2026-03-25,33,2026032505035623,BHL,45,50,822,248.00,"203,856.00"
2026-03-25,34,2026032505035622,BHL,58,50,400,248.00,"99,200.00"
2026-03-25,35,2026032505035619,BHL,53,50,"1,000",248.00,"248,000.00"
2026-03-25,36,2026032505035618,BHL,32,50,500,248.00,"124,000.00"
2026-03-25,37,2026032505035727,BHL,34,94,100,247.90,"24,790.00"
2026-03-25,38,2026032505035718,BHL,17,42,40,248.00,"9,920.00"
2026-03-25,39,2026032505035700,BHL,14,42,464,248.00,"115,072.00"
2026-03-25,40,2026032505035699,BHL,14,52,245,248.00,"60,760.00"
2026-03-25,41,2026032505035698,BHL,14,91,282,248.00,"69,936.00"
2026-03-25,42,2026032505035672,BHL,44,91,240,248.00,"59,520.00"
2026-03-25,43,2026032505035733,BHL,29,94,200,247.50,"49,500.00"
2026-03-25,44,2026032505035732,BHL,64,94,100,247.60,"24,760.00"
2026-03-25,45,2026032505035731,BHL,26,94,200,247.60,"49,520.00"
2026-03-25,46,2026032505035730,BHL,56,94,800,247.60,"198,080.00"
2026-03-25,47,2026032505035729,BHL,42,94,100,247.60,"24,760.00"
2026-03-25,48,2026032505035728,BHL,32,94,200,247.80,"49,560.00"
2026-03-25,49,2026032505035739,BHL,11,94,"1,600",247.00,"395,200.00"
2026-03-25,50,2026032505035738,BHL,36,94,20,247.10,"4,942.00"
2026-03-25,51,2026032505035737,BHL,57,94,"2,000",247.20,"494,400.00"
2026-03-25,52,2026032505035736,BHL,45,94,200,247.30,"49,460.00"
2026-03-25,53,2026032505035735,BHL,38,94,150,247.50,"37,125.00"
2026-03-25,54,2026032505035734,BHL,37,94,300,247.50,"74,250.00"
2026-03-25,55,2026032505035745,BHL,1,94,500,247.00,"123,500.00"
2026-03-25,56,2026032505035744,BHL,81,94,100,247.00,"24,700.00"
2026-03-25,57,2026032505035743,BHL,5,94,200,247.00,"49,400.00"
2026-03-25,58,2026032505035742,BHL,28,94,"1,000",247.00,"247,000.00"
2026-03-25,59,2026032505035741,BHL,4,94,200,247.00,"49,400.00"
2026-03-25,60,2026032505035740,BHL,17,94,10,247.00,"2,470.00"
2026-03-25,61,2026032505035751,BHL,32,94,100,247.00,"24,700.00"
2026-03-25,62,2026032505035750,BHL,50,94,500,247.00,"123,500.00"
2026-03-25,63,2026032505035749,BHL,21,94,18,247.00,"4,446.00"
2026-03-25,64,2026032505035748,BHL,58,94,25,247.00,"6,175.00"
2026-03-25,65,2026032505035747,BHL,41,94,250,247.00,"61,750.00"
2026-03-25,66,2026032505035746,BHL,89,94,100,247.00,"24,700.00"
2026-03-25,67,2026032505035757,BHL,7,94,10,247.00,"2,470.00"
2026-03-25,68,2026032505035756,BHL,67,94,500,247.00,"123,500.00"
2026-03-25,69,2026032505035755,BHL,42,94,300,247.00,"74,100.00"
2026-03-25,70,2026032505035754,BHL,57,94,200,247.00,"49,400.00"
2026-03-25,71,2026032505035753,BHL,48,94,400,247.00,"98,800.00"
2026-03-25,72,2026032505035752,BHL,33,94,200,247.00,"49,400.00"
2026-03-25,73,2026032505035793,BHL,32,42,10,248.00,"2,480.00"
2026-03-25,74,2026032505035762,BHL,25,94,587,247.00,"144,989.00"
2026-03-25,75,2026032505035761,BHL,14,94,100,247.00,"24,700.00"
2026-03-25,76,2026032505035760,BHL,58,94,"1,000",247.00,"247,000.00"
2026-03-25,77,2026032505035759,BHL,52,94,500,247.00,"123,500.00"
2026-03-25,78,2026032505035758,BHL,49,94,230,247.00,"56,810.00"
2026-03-25,79,2026032505035937,BHPL,1,58,135,585.00,"78,975.00"
2026-03-25,80,2026032505035936,BHPL,1,48,201,583.00,"117,183.00"
2026-03-25,81,2026032505035935,BHPL,1,49,164,582.00,"95,448.00"
2026-03-25,82,2026032505035799,BHPL,58,49,50,582.00,"29,100.00"
2026-03-25,83,2026032505035798,BHPL,36,49,50,582.20,"29,110.00"
2026-03-25,84,2026032505035797,BHPL,58,49,10,582.20,"5,822.00"
2026-03-25,85,2026032505035796,BHPL,57,49,41,582.20,"23,870.20"
2026-03-25,86,2026032505035795,BHPL,28,49,50,582.30,"29,115.00"
2026-03-25,87,2026032505035668,BHPL,53,48,30,583.00,"17,490.00"
2026-03-25,88,2026032505035621,BHPL,36,48,10,583.00,"5,830.00"
2026-03-25,89,2026032505035934,CHDC,32,34,12,"2,574.00","30,888.00"
2026-03-25,90,2026032505035866,CHDC,50,74,20,"2,587.00","51,740.00"
2026-03-25,91,2026032505035915,CIT,58,45,20,"1,870.00","37,400.00"
2026-03-25,92,2026032505035671,CIT,37,41,24,"1,871.00","44,904.00"
2026-03-25,93,2026032505035535,DOLTI,21,25,10,517.90,"5,179.00"
2026-03-25,94,2026032505035983,DORDI,42,20,10,311.00,"3,110.00"
2026-03-25,95,2026032505035894,DORDI,43,20,10,311.00,"3,110.00"
2026-03-25,96,2026032505035877,DORDI,44,16,100,310.00,"31,000.00"
2026-03-25,97,2026032505035876,DORDI,44,51,200,310.00,"62,000.00"
2026-03-25,98,2026032505035875,DORDI,44,33,160,310.00,"49,600.00"
2026-03-25,99,2026032505035874,DORDI,44,35,20,309.90,"6,198.00"
2026-03-25,100,2026032505035873,DORDI,44,38,160,309.50,"49,520.00"
2026-03-25,101,2026032505035872,DORDI,44,34,130,309.40,"40,222.00"
2026-03-25,102,2026032505035548,DORDI,38,42,450,309.00,"139,050.00"
2026-03-25,103,2026032505035547,DORDI,46,42,"1,000",309.00,"309,000.00"
2026-03-25,104,2026032505035546,DORDI,38,42,50,309.00,"15,450.00"
2026-03-25,105,2026032505035864,EHPL,26,49,50,445.00,"22,250.00"
2026-03-25,106,2026032505035863,EHPL,57,49,50,445.10,"22,255.00"
2026-03-25,107,2026032505035961,ENL,55,59,20,974.00,"19,480.00"
2026-03-25,108,2026032505035960,ENL,55,3,20,967.90,"19,358.00"
2026-03-25,109,2026032505035959,ENL,55,42,10,967.00,"9,670.00"
2026-03-25,110,2026032505035931,ENL,80,42,10,967.00,"9,670.00"
2026-03-25,111,2026032505035601,ENL,44,48,149,950.00,"141,550.00"
2026-03-25,112,2026032505035600,ENL,21,48,50,951.00,"47,550.00"
2026-03-25,113,2026032505035599,ENL,48,48,90,951.20,"85,608.00"
2026-03-25,114,2026032505035552,ENL,63,3,10,967.90,"9,679.00"
2026-03-25,115,2026032505035534,GCIL,53,81,"1,000",461.70,"461,700.00"
2026-03-25,116,2026032505035775,GCIL,53,34,200,461.70,"92,340.00"
2026-03-25,117,2026032505035763,GCIL,58,1,10,462.00,"4,620.00"
2026-03-25,118,2026032505035569,GCIL,99,1,110,462.00,"50,820.00"
2026-03-25,119,2026032505035849,GVL,60,44,"2,012",516.00,"1,038,192.00"
2026-03-25,120,2026032505035848,GVL,60,60,500,515.00,"257,500.00"
2026-03-25,121,2026032505035847,GVL,60,42,438,515.00,"225,570.00"
2026-03-25,122,2026032505035846,GVL,60,38,50,514.90,"25,745.00"
2026-03-25,123,2026032505035625,GVL,58,6,730,514.00,"375,220.00"
2026-03-25,124,2026032505035609,GVL,13,17,100,514.10,"51,410.00"
2026-03-25,125,2026032505035571,HATHY,44,29,420,940.60,"395,052.00"
2026-03-25,126,2026032505035570,HATHY,38,29,80,940.60,"75,248.00"
2026-03-25,127,2026032505035928,HDL,47,34,50,"1,235.00","61,750.00"
2026-03-25,128,2026032505035693,HDL,75,34,10,"1,235.00","12,350.00"
2026-03-25,129,2026032505035572,HDL,29,34,25,"1,235.00","30,875.00"
2026-03-25,130,2026032505035772,HHL,80,48,210,376.10,"78,981.00"
2026-03-25,131,2026032505035682,HHL,38,58,60,376.00,"22,560.00"
2026-03-25,132,2026032505035681,HHL,38,57,25,376.00,"9,400.00"
2026-03-25,133,2026032505035630,HHL,35,57,100,376.00,"37,600.00"
2026-03-25,134,2026032505035620,HHL,16,47,10,375.80,"3,758.00"
2026-03-25,135,2026032505035974,HIDCL,56,42,"2,614",301.00,"786,814.00"
2026-03-25,136,2026032505035973,HIDCL,51,42,150,301.00,"45,150.00"
2026-03-25,137,2026032505035972,HIDCL,1,42,500,301.10,"150,550.00"
2026-03-25,138,2026032505035971,HIDCL,58,42,"1,000",301.10,"301,100.00"
2026-03-25,139,2026032505035970,HIDCL,53,42,10,301.50,"3,015.00"
2026-03-25,140,2026032505035969,HIDCL,45,42,"2,000",301.50,"603,000.00"
2026-03-25,141,2026032505035670,HIDCL,44,98,142,301.00,"42,742.00"
2026-03-25,142,2026032505035663,HIDCL,44,7,68,301.00,"20,468.00"
2026-03-25,143,2026032505035662,HIDCL,59,7,132,301.00,"39,732.00"
2026-03-25,144,2026032505035610,HIDCL,59,57,20,301.00,"6,020.00"
2026-03-25,145,2026032505035785,HIDCL,58,60,400,301.00,"120,400.00"
2026-03-25,146,2026032505035784,HIDCL,7,60,20,301.00,"6,020.00"
2026-03-25,147,2026032505035783,HIDCL,44,60,"2,775",301.00,"835,275.00"
2026-03-25,148,2026032505035782,HIDCL,49,60,10,301.20,"3,012.00"
2026-03-25,149,2026032505035773,HIDCL,14,32,200,301.50,"60,300.00"
2026-03-25,150,2026032505035683,HIDCL,44,38,15,301.00,"4,515.00"
2026-03-25,151,2026032505035968,HIDCL,36,42,144,301.50,"43,416.00"
2026-03-25,152,2026032505035930,HIDCL,62,45,10,301.60,"3,016.00"
2026-03-25,153,2026032505035794,HIDCL,36,32,56,301.50,"16,884.00"
2026-03-25,154,2026032505035788,HIDCL,48,60,943,300.60,"283,465.80"
2026-03-25,155,2026032505035787,HIDCL,42,60,500,300.70,"150,350.00"
2026-03-25,156,2026032505035786,HIDCL,62,60,352,300.80,"105,881.60"
2026-03-25,157,2026032505035927,HRL,56,58,48,876.20,"42,057.60"
2026-03-25,158,2026032505035926,HRL,28,58,100,876.20,"87,620.00"
2026-03-25,159,2026032505035925,HRL,36,58,100,876.20,"87,620.00"
2026-03-25,160,2026032505035924,HRL,82,58,10,876.30,"8,763.00"
2026-03-25,161,2026032505035923,HRL,88,58,10,876.50,"8,765.00"
2026-03-25,162,2026032505035922,HRL,65,58,10,876.60,"8,766.00"
2026-03-25,163,2026032505035581,HRL,94,58,100,880.00,"88,000.00"
2026-03-25,164,2026032505035580,HRL,35,58,27,880.00,"23,760.00"
2026-03-25,165,2026032505035587,HRL,32,58,200,877.20,"175,440.00"
2026-03-25,166,2026032505035586,HRL,38,58,20,878.00,"17,560.00"
2026-03-25,167,2026032505035585,HRL,67,58,154,878.00,"135,212.00"
2026-03-25,168,2026032505035584,HRL,35,58,20,879.00,"17,580.00"
2026-03-25,169,2026032505035583,HRL,61,58,20,879.00,"17,580.00"
2026-03-25,170,2026032505035582,HRL,42,58,55,879.50,"48,372.50"
2026-03-25,171,2026032505035593,HRL,38,58,500,877.00,"438,500.00"
2026-03-25,172,2026032505035592,HRL,7,58,35,877.00,"30,695.00"
2026-03-25,173,2026032505035591,HRL,6,58,500,877.00,"438,500.00"
2026-03-25,174,2026032505035590,HRL,32,58,10,877.00,"8,770.00"
2026-03-25,175,2026032505035589,HRL,43,58,25,877.10,"21,927.50"
2026-03-25,176,2026032505035588,HRL,13,58,60,877.10,"52,626.00"
2026-03-25,177,2026032505035703,HRL,55,1,80,880.00,"70,400.00"
2026-03-25,178,2026032505035702,HRL,58,1,20,880.00,"17,600.00"
2026-03-25,179,2026032505035597,HRL,21,58,229,877.00,"200,833.00"
2026-03-25,180,2026032505035596,HRL,38,58,10,877.00,"8,770.00"
2026-03-25,181,2026032505035595,HRL,25,58,10,877.00,"8,770.00"
2026-03-25,182,2026032505035594,HRL,38,58,25,877.00,"21,925.00"
2026-03-25,183,2026032505035721,HRL,58,56,135,879.00,"118,665.00"
2026-03-25,184,2026032505035720,HRL,35,56,500,879.00,"439,500.00"
2026-03-25,185,2026032505035719,HRL,45,56,30,879.30,"26,379.00"
2026-03-25,186,2026032505035715,HRL,57,74,100,880.00,"88,000.00"
2026-03-25,187,2026032505035714,HRL,55,74,70,880.00,"61,600.00"
2026-03-25,188,2026032505035921,HRL,21,58,271,877.00,"237,667.00"
2026-03-25,189,2026032505035920,HRL,58,58,402,879.00,"353,358.00"
2026-03-25,190,2026032505035919,HRL,56,58,116,880.00,"102,080.00"
2026-03-25,191,2026032505035910,HRL,56,44,30,880.00,"26,400.00"
2026-03-25,192,2026032505035865,HRL,56,57,350,880.00,"308,000.00"
2026-03-25,193,2026032505035830,HRL,56,74,70,880.00,"61,600.00"
2026-03-25,194,2026032505035857,IHL,45,34,200,521.00,"104,200.00"
2026-03-25,195,2026032505035810,ILI,18,50,19,467.00,"8,873.00"
2026-03-25,196,2026032505035809,ILI,53,50,540,467.00,"252,180.00"
2026-03-25,197,2026032505035808,ILI,26,50,300,467.10,"140,130.00"
2026-03-25,198,2026032505035807,ILI,58,50,50,467.20,"23,360.00"
2026-03-25,199,2026032505035806,ILI,26,50,186,467.20,"86,899.20"
2026-03-25,200,2026032505035805,ILI,55,50,200,467.50,"93,500.00"
2026-03-25,201,2026032505035526,ILI,50,66,12,470.00,"5,640.00"
2026-03-25,202,2026032505035525,ILI,50,56,12,470.00,"5,640.00"
2026-03-25,203,2026032505035524,ILI,50,21,20,470.00,"9,400.00"
2026-03-25,204,2026032505035523,ILI,50,7,500,469.90,"234,950.00"
2026-03-25,205,2026032505035522,ILI,50,45,12,469.00,"5,628.00"
2026-03-25,206,2026032505035521,ILI,50,38,75,469.00,"35,175.00"
2026-03-25,207,2026032505035804,ILI,29,50,276,468.00,"129,168.00"
2026-03-25,208,2026032505035803,ILI,55,50,100,468.10,"46,810.00"
2026-03-25,209,2026032505035802,ILI,58,50,94,468.10,"44,001.40"
2026-03-25,210,2026032505035529,ILI,50,42,157,470.00,"73,790.00"
2026-03-25,211,2026032505035528,ILI,50,29,200,470.00,"94,000.00"
2026-03-25,212,2026032505035527,ILI,50,22,12,470.00,"5,640.00"
2026-03-25,213,2026032505035914,KDBY,43,58,100,10.52,"1,052.00"
2026-03-25,214,2026032505035639,MAKAR,67,49,15,544.80,"8,172.00"
2026-03-25,215,2026032505035638,MAKAR,67,45,100,544.80,"54,480.00"
2026-03-25,216,2026032505035637,MAKAR,67,45,100,544.70,"54,470.00"
2026-03-25,217,2026032505035636,MAKAR,67,37,300,544.00,"163,200.00"
2026-03-25,218,2026032505035635,MAKAR,67,49,10,542.00,"5,420.00"
2026-03-25,219,2026032505035634,MAKAR,67,52,365,541.00,"197,465.00"
2026-03-25,220,2026032505035633,MAKAR,67,49,10,540.80,"5,408.00"
2026-03-25,221,2026032505035967,MBJC,38,49,10,318.00,"3,180.00"
2026-03-25,222,2026032505035985,MEHL,49,59,10,470.00,"4,700.00"
2026-03-25,223,2026032505035551,MEHL,42,58,120,469.00,"56,280.00"
2026-03-25,224,2026032505035550,MEHL,45,58,10,470.00,"4,700.00"
2026-03-25,225,2026032505035713,MEL,42,16,300,298.60,"89,580.00"
2026-03-25,226,2026032505035870,MHCL,34,55,40,383.00,"15,320.00"
2026-03-25,227,2026032505035918,MHL,101,81,18,548.00,"9,864.00"
2026-03-25,228,2026032505035917,MHL,58,81,80,548.00,"43,840.00"
2026-03-25,229,2026032505035812,MHL,47,36,146,550.20,"80,329.20"
2026-03-25,230,2026032505035811,MHL,35,36,110,551.00,"60,610.00"
2026-03-25,231,2026032505035789,MHL,6,59,10,552.00,"5,520.00"
2026-03-25,232,2026032505035818,MHL,38,36,100,550.00,"55,000.00"
2026-03-25,233,2026032505035817,MHL,45,36,100,550.00,"55,000.00"
2026-03-25,234,2026032505035816,MHL,42,36,500,550.00,"275,000.00"
2026-03-25,235,2026032505035815,MHL,94,36,"1,000",550.10,"550,100.00"
2026-03-25,236,2026032505035814,MHL,6,36,50,550.10,"27,505.00"
2026-03-25,237,2026032505035813,MHL,29,36,125,550.10,"68,762.50"
2026-03-25,238,2026032505035824,MHL,58,36,24,550.00,"13,200.00"
2026-03-25,239,2026032505035823,MHL,14,36,50,550.00,"27,500.00"
2026-03-25,240,2026032505035822,MHL,33,36,500,550.00,"275,000.00"
2026-03-25,241,2026032505035821,MHL,38,36,100,550.00,"55,000.00"
2026-03-25,242,2026032505035820,MHL,48,36,200,550.00,"110,000.00"
2026-03-25,243,2026032505035819,MHL,44,36,500,550.00,"275,000.00"
2026-03-25,244,2026032505035916,MHL,46,81,12,548.80,"6,585.60"
2026-03-25,245,2026032505035829,MHL,44,36,50,549.00,"27,450.00"
2026-03-25,246,2026032505035828,MHL,26,36,80,549.00,"43,920.00"
2026-03-25,247,2026032505035827,MHL,101,36,100,549.00,"54,900.00"
2026-03-25,248,2026032505035826,MHL,34,36,700,549.00,"384,300.00"
2026-03-25,249,2026032505035825,MHL,43,36,50,550.00,"27,500.00"
2026-03-25,250,2026032505035982,MKHC,49,42,100,349.10,"34,910.00"
2026-03-25,251,2026032505035981,MKHC,71,42,119,349.10,"41,542.90"
2026-03-25,252,2026032505035980,MKHC,58,42,80,349.50,"27,960.00"
2026-03-25,253,2026032505035979,MKHC,54,42,155,349.50,"54,172.50"
2026-03-25,254,2026032505035701,MKHC,54,34,732,349.50,"255,834.00"
2026-03-25,255,2026032505035642,MKHC,54,38,113,349.50,"39,493.50"
2026-03-25,256,2026032505035881,MKHL,84,42,10,798.00,"7,980.00"
2026-03-25,257,2026032505035978,MKJC,82,44,100,537.90,"53,790.00"
2026-03-25,258,2026032505035695,MKJC,82,44,100,537.90,"53,790.00"
2026-03-25,259,2026032505035641,MMF1,48,47,100,9.83,983.00
2026-03-25,260,2026032505035640,MMF1,48,4,200,9.82,"1,964.00"
2026-03-25,261,2026032505035911,NIFRA,50,32,222,289.00,"64,158.00"
2026-03-25,262,2026032505035861,NIFRA,50,45,40,289.00,"11,560.00"
2026-03-25,263,2026032505035790,NIFRA,26,41,500,290.00,"145,000.00"
2026-03-25,264,2026032505035568,NIFRA,1,41,500,290.00,"145,000.00"
2026-03-25,265,2026032505035564,NIFRA,50,45,99,289.00,"28,611.00"
2026-03-25,266,2026032505035545,NIFRA,42,45,523,289.00,"151,147.00"
2026-03-25,267,2026032505035691,NRIC,45,74,100,"1,267.80","126,780.00"
2026-03-25,268,2026032505035883,NRM,45,54,500,451.00,"225,500.00"
2026-03-25,269,2026032505035879,NRM,29,13,500,450.00,"225,000.00"
2026-03-25,270,2026032505035833,NRM,29,34,78,450.00,"35,100.00"
2026-03-25,271,2026032505035832,NRM,49,34,22,450.00,"9,900.00"
2026-03-25,272,2026032505035696,NRM,57,51,89,450.60,"40,103.40"
2026-03-25,273,2026032505035690,NRM,49,33,78,450.00,"35,100.00"
2026-03-25,274,2026032505035689,NRM,33,33,500,450.00,"225,000.00"
2026-03-25,275,2026032505035688,NRM,42,33,10,450.00,"4,500.00"
2026-03-25,276,2026032505035687,NRM,54,33,117,450.00,"52,650.00"
2026-03-25,277,2026032505035686,NRM,32,33,60,450.10,"27,006.00"
2026-03-25,278,2026032505035685,NRM,52,33,125,450.10,"56,262.50"
2026-03-25,279,2026032505035684,NRM,49,33,110,450.10,"49,511.00"
2026-03-25,280,2026032505035909,NRN,58,47,25,"1,609.00","40,225.00"
2026-03-25,281,2026032505035908,NRN,58,32,100,"1,609.00","160,900.00"
2026-03-25,282,2026032505035907,NRN,58,42,70,"1,608.10","112,567.00"
2026-03-25,283,2026032505035885,NRN,39,42,30,"1,608.10","48,243.00"
2026-03-25,284,2026032505035845,NRN,58,32,10,"1,609.00","16,090.00"
2026-03-25,285,2026032505035556,NRN,22,58,10,"1,609.00","16,090.00"
2026-03-25,286,2026032505035555,NRN,22,42,50,"1,609.00","80,450.00"
2026-03-25,287,2026032505035844,NRN,58,58,90,"1,609.00","144,810.00"
2026-03-25,288,2026032505035661,NTC,38,17,15,895.00,"13,425.00"
2026-03-25,289,2026032505035660,NTC,54,17,30,895.00,"26,850.00"
2026-03-25,290,2026032505035659,NTC,3,17,50,895.00,"44,750.00"
2026-03-25,291,2026032505035704,NYADI,49,19,40,441.00,"17,640.00"
2026-03-25,292,2026032505035886,PHCL,38,38,400,343.00,"137,200.00"
2026-03-25,293,2026032505035667,PHCL,38,57,30,343.00,"10,290.00"
2026-03-25,294,2026032505035666,PHCL,43,57,50,343.00,"17,150.00"
2026-03-25,295,2026032505035966,PPL,16,38,158,392.00,"61,936.00"
2026-03-25,296,2026032505035965,PPL,50,38,20,392.00,"7,840.00"
2026-03-25,297,2026032505035964,PPL,70,38,222,392.00,"87,024.00"
2026-03-25,298,2026032505035963,PPL,13,38,50,392.20,"19,610.00"
2026-03-25,299,2026032505035962,PPL,74,38,200,392.50,"78,500.00"
2026-03-25,300,2026032505035912,PPL,17,95,10,393.00,"3,930.00"
2026-03-25,301,2026032505035665,PPL,13,57,50,392.20,"19,610.00"
2026-03-25,302,2026032505035664,PPL,57,57,50,392.20,"19,610.00"
2026-03-25,303,2026032505035566,PPL,36,95,100,393.00,"39,300.00"
2026-03-25,304,2026032505035559,RAWA,57,55,11,718.80,"7,906.80"
2026-03-25,305,2026032505035558,RAWA,57,54,10,714.00,"7,140.00"
2026-03-25,306,2026032505035840,RFPL,58,43,10,424.00,"4,240.00"
2026-03-25,307,2026032505035627,RFPL,33,60,45,424.90,"19,120.50"
2026-03-25,308,2026032505035626,RFPL,33,84,55,424.00,"23,320.00"
2026-03-25,309,2026032505035554,RFPL,35,84,60,424.00,"25,440.00"
2026-03-25,310,2026032505035553,RFPL,94,84,885,424.00,"375,240.00"
2026-03-25,311,2026032505035541,RFPL,45,25,20,425.00,"8,500.00"
2026-03-25,312,2026032505035540,RFPL,45,43,180,424.90,"76,482.00"
2026-03-25,313,2026032505035878,RHGCL,58,41,10,323.00,"3,230.00"
2026-03-25,314,2026032505035869,RHGCL,34,51,80,322.30,"25,784.00"
2026-03-25,315,2026032505035856,RHGCL,6,51,20,322.30,"6,446.00"
2026-03-25,316,2026032505035801,RHGCL,58,57,204,322.20,"65,728.80"
2026-03-25,317,2026032505035800,RHGCL,41,57,186,322.30,"59,947.80"
2026-03-25,318,2026032505035544,RHGCL,41,42,214,322.30,"68,972.20"
2026-03-25,319,2026032505035543,RHGCL,13,42,100,322.30,"32,230.00"
2026-03-25,320,2026032505035542,RHGCL,56,42,486,323.00,"156,978.00"
2026-03-25,321,2026032505035984,RNLI,16,57,10,495.00,"4,950.00"
2026-03-25,322,2026032505035697,RNLI,49,53,150,491.50,"73,725.00"
2026-03-25,323,2026032505035575,RNLI,49,45,414,491.50,"203,481.00"
2026-03-25,324,2026032505035574,RNLI,7,45,50,491.50,"24,575.00"
2026-03-25,325,2026032505035573,RNLI,43,45,138,491.60,"67,840.80"
2026-03-25,326,2026032505036000,SAHAS,59,85,316,635.10,"200,691.60"
2026-03-25,327,2026032505035999,SAHAS,16,85,432,635.30,"274,449.60"
2026-03-25,328,2026032505035998,SAHAS,70,85,"4,252",636.00,"2,704,272.00"
2026-03-25,329,2026032505035933,SAHAS,70,45,150,636.00,"95,400.00"
2026-03-25,330,2026032505035932,SAHAS,70,14,598,636.00,"380,328.00"
2026-03-25,331,2026032505035725,SAHAS,5,14,402,636.00,"255,672.00"
2026-03-25,332,2026032505035724,SAHAS,5,58,13,636.00,"8,268.00"
2026-03-25,333,2026032505035723,SAHAS,5,77,822,636.00,"522,792.00"
2026-03-25,334,2026032505035722,SAHAS,5,26,300,635.60,"190,680.00"
2026-03-25,335,2026032505035629,SAHAS,16,38,200,635.30,"127,060.00"
2026-03-25,336,2026032505036018,SANVI,77,77,996,839.90,"836,540.40"
2026-03-25,337,2026032505036017,SANVI,77,26,250,839.90,"209,975.00"
2026-03-25,338,2026032505036016,SANVI,77,48,35,839.70,"29,389.50"
2026-03-25,339,2026032505036015,SANVI,77,32,80,839.40,"67,152.00"
2026-03-25,340,2026032505036014,SANVI,77,57,104,839.30,"87,287.20"
2026-03-25,341,2026032505036013,SANVI,77,86,400,839.00,"335,600.00"
2026-03-25,342,2026032505035549,SANVI,37,58,10,827.00,"8,270.00"
2026-03-25,343,2026032505035855,SANVI,83,45,54,832.90,"44,976.60"
2026-03-25,344,2026032505035854,SANVI,83,34,40,832.90,"33,316.00"
2026-03-25,345,2026032505035853,SANVI,83,58,10,830.00,"8,300.00"
2026-03-25,346,2026032505035852,SANVI,83,58,10,830.00,"8,300.00"
2026-03-25,347,2026032505035851,SANVI,83,41,10,830.00,"8,300.00"
2026-03-25,348,2026032505035850,SANVI,83,58,876,830.00,"727,080.00"
2026-03-25,349,2026032505036006,SANVI,77,38,10,837.50,"8,375.00"
2026-03-25,350,2026032505036005,SANVI,77,77,11,837.00,"9,207.00"
2026-03-25,351,2026032505036004,SANVI,77,58,10,836.00,"8,360.00"
2026-03-25,352,2026032505036003,SANVI,77,6,10,835.00,"8,350.00"
2026-03-25,353,2026032505036002,SANVI,77,25,10,835.00,"8,350.00"
2026-03-25,354,2026032505036001,SANVI,77,22,50,835.00,"41,750.00"
2026-03-25,355,2026032505036012,SANVI,77,57,157,838.30,"131,613.10"
2026-03-25,356,2026032505036011,SANVI,77,57,557,838.10,"466,821.70"
2026-03-25,357,2026032505036010,SANVI,77,57,200,838.10,"167,620.00"
2026-03-25,358,2026032505036009,SANVI,77,58,10,838.00,"8,380.00"
2026-03-25,359,2026032505036008,SANVI,77,48,100,838.00,"83,800.00"
