date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-02-24,10326,2026022405004104,SAHAS,34,25,21,558.00,"11,718.00"
2026-02-24,10327,2026022405004077,SAHAS,53,8,791,559.00,"442,169.00"
2026-02-24,10328,2026022405004055,SAHAS,53,41,100,559.00,"55,900.00"
2026-02-24,10329,2026022405004034,SAHAS,53,26,100,559.00,"55,900.00"
2026-02-24,10330,2026022405004033,SAHAS,53,34,79,559.00,"44,161.00"
2026-02-24,10331,2026022405004032,SAHAS,53,50,239,559.00,"133,601.00"
2026-02-24,10332,2026022405004275,SAHAS,57,54,709,559.00,"396,331.00"
2026-02-24,10333,2026022405004271,SAHAS,49,54,91,559.00,"50,869.00"
2026-02-24,10334,2026022405004270,SAHAS,49,8,109,559.00,"60,931.00"
2026-02-24,10335,2026022405004269,SAHAS,58,17,1,554.00,554.00
2026-02-24,10336,2026022405004254,SAHAS,58,58,3,548.80,"1,646.40"
2026-02-24,10337,2026022405004136,SAHAS,57,8,100,559.00,"55,900.00"
2026-02-24,10338,2026022405004318,SAHAS,58,42,6,555.00,"3,330.00"
2026-02-24,10339,2026022405004294,SAHAS,58,44,4,554.00,"2,216.00"
2026-02-24,10340,2026022405004279,SAHAS,57,8,765,560.00,"428,400.00"
2026-02-24,10341,2026022405004278,SAHAS,57,45,12,560.00,"6,720.00"
2026-02-24,10342,2026022405004277,SAHAS,57,49,301,560.00,"168,560.00"
2026-02-24,10343,2026022405004276,SAHAS,57,22,13,560.00,"7,280.00"
2026-02-24,10344,2026022405004324,SAHAS,16,33,300,560.50,"168,150.00"
2026-02-24,10345,2026022405004323,SAHAS,16,91,10,560.50,"5,605.00"
2026-02-24,10346,2026022405004322,SAHAS,16,14,13,560.10,"7,281.30"
2026-02-24,10347,2026022405004321,SAHAS,16,13,13,560.00,"7,280.00"
2026-02-24,10348,2026022405004320,SAHAS,16,4,120,560.00,"67,200.00"
2026-02-24,10349,2026022405004319,SAHAS,16,8,235,560.00,"131,600.00"
2026-02-24,10350,2026022405004381,SANVI,45,38,10,793.10,"7,931.00"
2026-02-24,10351,2026022405004267,SANVI,45,89,10,793.10,"7,931.00"
2026-02-24,10352,2026022405004148,SANVI,45,32,10,793.10,"7,931.00"
2026-02-24,10353,2026022405004028,SANVI,45,55,10,793.10,"7,931.00"
2026-02-24,10354,2026022405003995,SANVI,45,49,10,793.10,"7,931.00"
2026-02-24,10355,2026022405003992,SANVI,57,8,100,795.00,"79,500.00"
2026-02-24,10356,2026022405004360,SGHC,58,92,100,387.90,"38,790.00"
2026-02-24,10357,2026022405004247,SGHC,39,7,200,388.00,"77,600.00"
2026-02-24,10358,2026022405004177,SGHC,58,36,100,387.90,"38,790.00"
2026-02-24,10359,2026022405004408,SHIVM,80,34,10,606.00,"6,060.00"
2026-02-24,10360,2026022405004407,SHIVM,75,34,10,606.00,"6,060.00"
2026-02-24,10361,2026022405004375,SHIVM,75,44,908,608.00,"552,064.00"
2026-02-24,10362,2026022405004374,SHIVM,75,13,12,608.00,"7,296.00"
2026-02-24,10363,2026022405004373,SHIVM,75,44,200,607.90,"121,580.00"
2026-02-24,10364,2026022405004372,SHIVM,75,1,480,607.00,"291,360.00"
2026-02-24,10365,2026022405004107,SHIVM,75,58,212,609.00,"129,108.00"
2026-02-24,10366,2026022405004106,SHIVM,75,84,"1,000",609.00,"609,000.00"
2026-02-24,10367,2026022405004105,SHIVM,75,16,188,608.90,"114,473.20"
2026-02-24,10368,2026022405004363,SHIVM,57,1,10,607.00,"6,070.00"
2026-02-24,10369,2026022405004361,SHIVM,80,58,13,606.00,"7,878.00"
2026-02-24,10370,2026022405004352,SHIVM,52,8,3,597.70,"1,793.10"
2026-02-24,10371,2026022405004288,SHIVM,58,1,10,607.00,"6,070.00"
2026-02-24,10372,2026022405004181,SHIVM,80,57,24,606.00,"14,544.00"
2026-02-24,10373,2026022405004146,SHIVM,57,66,24,608.00,"14,592.00"
2026-02-24,10374,2026022405004045,SIKLES,49,45,30,606.00,"18,180.00"
2026-02-24,10375,2026022405004412,SLCF,14,69,500,9.51,"4,755.00"
2026-02-24,10376,2026022405004257,SLCF,14,8,100,9.51,951.00
2026-02-24,10377,2026022405004337,SMH,33,34,100,710.00,"71,000.00"
2026-02-24,10378,2026022405004332,SMH,59,11,50,708.00,"35,400.00"
2026-02-24,10379,2026022405004293,SMH,58,34,194,710.00,"137,740.00"
2026-02-24,10380,2026022405004292,SMH,58,36,41,707.50,"29,007.50"
2026-02-24,10381,2026022405004280,SMH,38,56,7,700.00,"4,900.00"
2026-02-24,10382,2026022405004274,SMH,38,36,20,708.00,"14,160.00"
2026-02-24,10383,2026022405003954,SMH,98,56,100,707.00,"70,700.00"
2026-02-24,10384,2026022405004154,SMH,38,56,8,700.00,"5,600.00"
2026-02-24,10385,2026022405004152,SMH,52,11,53,706.00,"37,418.00"
2026-02-24,10386,2026022405004145,SMH,47,36,50,707.00,"35,350.00"
2026-02-24,10387,2026022405004109,SMH,52,49,40,706.00,"28,240.00"
2026-02-24,10388,2026022405004040,SMH,52,49,500,706.00,"353,000.00"
2026-02-24,10389,2026022405004023,SMH,34,49,25,706.00,"17,650.00"
2026-02-24,10390,2026022405004188,SMH,47,49,40,706.00,"28,240.00"
2026-02-24,10391,2026022405004187,SMH,52,49,394,706.00,"278,164.00"
2026-02-24,10392,2026022405004186,SMH,38,49,34,707.00,"24,038.00"
2026-02-24,10393,2026022405004185,SMH,47,49,50,707.10,"35,355.00"
2026-02-24,10394,2026022405004171,SMH,38,36,57,707.00,"40,299.00"
2026-02-24,10395,2026022405004160,SMH,52,49,13,706.00,"9,178.00"
2026-02-24,10396,2026022405004273,SMH,6,36,29,708.00,"20,532.00"
2026-02-24,10397,2026022405004268,SMH,49,19,20,709.90,"14,198.00"
2026-02-24,10398,2026022405004252,SMH,6,6,250,708.00,"177,000.00"
2026-02-24,10399,2026022405004248,SMH,58,6,100,708.00,"70,800.00"
2026-02-24,10400,2026022405004209,SMH,39,49,13,706.00,"9,178.00"
2026-02-24,10401,2026022405004189,SMH,39,49,58,706.00,"40,948.00"
2026-02-24,10402,2026022405004409,SMHL,35,3,103,456.00,"46,968.00"
2026-02-24,10403,2026022405004405,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10404,2026022405004400,SMHL,25,3,70,456.50,"31,955.00"
2026-02-24,10405,2026022405004380,SMHL,35,3,103,456.00,"46,968.00"
2026-02-24,10406,2026022405004376,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10407,2026022405004364,SMHL,35,3,441,456.00,"201,096.00"
2026-02-24,10408,2026022405003928,SMHL,56,3,200,456.00,"91,200.00"
2026-02-24,10409,2026022405003927,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10410,2026022405003923,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10411,2026022405004029,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10412,2026022405004024,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10413,2026022405004002,SMHL,35,59,"1,000",456.00,"456,000.00"
2026-02-24,10414,2026022405004001,SMHL,21,59,100,456.00,"45,600.00"
2026-02-24,10415,2026022405003997,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10416,2026022405003953,SMHL,35,3,205,456.00,"93,480.00"
2026-02-24,10417,2026022405004070,SMHL,35,3,931,456.50,"425,001.50"
2026-02-24,10418,2026022405004069,SMHL,35,17,69,456.40,"31,491.60"
2026-02-24,10419,2026022405004059,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10420,2026022405004054,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10421,2026022405004048,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10422,2026022405004035,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10423,2026022405004183,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10424,2026022405004180,SMHL,54,85,11,455.00,"5,005.00"
2026-02-24,10425,2026022405004179,SMHL,57,85,30,455.00,"13,650.00"
2026-02-24,10426,2026022405004178,SMHL,41,85,165,455.50,"75,157.50"
2026-02-24,10427,2026022405004082,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10428,2026022405004079,SMHL,35,3,"1,000",456.50,"456,500.00"
2026-02-24,10429,2026022405004241,SMHL,35,3,103,456.00,"46,968.00"
2026-02-24,10430,2026022405004233,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10431,2026022405004219,SMHL,35,3,410,456.00,"186,960.00"
2026-02-24,10432,2026022405004208,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10433,2026022405004193,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10434,2026022405004190,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10435,2026022405004302,SMHL,35,3,73,456.00,"33,288.00"
2026-02-24,10436,2026022405004301,SMHL,49,3,30,456.00,"13,680.00"
2026-02-24,10437,2026022405004297,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10438,2026022405004283,SMHL,35,3,551,456.00,"251,256.00"
2026-02-24,10439,2026022405004266,SMHL,35,3,103,456.00,"46,968.00"
2026-02-24,10440,2026022405004258,SMHL,35,3,"1,000",456.00,"456,000.00"
2026-02-24,10441,2026022405004349,SMHL,35,3,551,456.00,"251,256.00"
2026-02-24,10442,2026022405004341,SMHL,51,59,200,455.00,"91,000.00"
2026-02-24,10443,2026022405004340,SMHL,6,59,60,455.00,"27,300.00"
2026-02-24,10444,2026022405004339,SMHL,41,59,20,455.00,"9,100.00"
2026-02-24,10445,2026022405004338,SMHL,54,59,49,455.00,"22,295.00"
2026-02-24,10446,2026022405004328,SMHL,35,3,30,456.00,"13,680.00"
2026-02-24,10447,2026022405004118,SMJC,35,58,34,474.10,"16,119.40"
2026-02-24,10448,2026022405004371,SONA,56,57,10,419.00,"4,190.00"
2026-02-24,10449,2026022405004348,SONA,56,54,30,420.00,"12,600.00"
2026-02-24,10450,2026022405004347,SONA,56,49,20,419.90,"8,398.00"
2026-02-24,10451,2026022405004295,SONA,34,46,10,418.00,"4,180.00"
2026-02-24,10452,2026022405004284,SONA,34,51,47,418.00,"19,646.00"
2026-02-24,10453,2026022405004224,SONA,45,51,500,418.00,"209,000.00"
2026-02-24,10454,2026022405004164,SONA,58,45,10,417.50,"4,175.00"
2026-02-24,10455,2026022405004151,SONA,56,14,10,419.00,"4,190.00"
2026-02-24,10456,2026022405004041,SONA,56,49,20,419.00,"8,380.00"
2026-02-24,10457,2026022405003965,SONA,14,54,70,420.00,"29,400.00"
2026-02-24,10458,2026022405003952,SONA,56,57,10,419.00,"4,190.00"
2026-02-24,10459,2026022405004395,SPL,42,45,635,729.00,"462,915.00"
2026-02-24,10460,2026022405004394,SPL,42,34,10,729.00,"7,290.00"
2026-02-24,10461,2026022405004393,SPL,42,45,10,728.90,"7,289.00"
2026-02-24,10462,2026022405004392,SPL,42,45,10,728.70,"7,287.00"
2026-02-24,10463,2026022405004391,SPL,42,19,10,728.00,"7,280.00"
2026-02-24,10464,2026022405004031,TAMOR,38,8,100,415.00,"41,500.00"
2026-02-24,10465,2026022405003925,TAMOR,49,58,10,415.00,"4,150.00"
2026-02-24,10466,2026022405004396,TPC,49,48,10,382.90,"3,829.00"
2026-02-24,10467,2026022405004272,TPC,49,91,500,381.10,"190,550.00"
2026-02-24,10468,2026022405004223,TPC,26,58,10,381.00,"3,810.00"
2026-02-24,10469,2026022405003943,TPC,98,44,31,383.50,"11,888.50"
2026-02-24,10470,2026022405003942,TPC,98,59,50,382.00,"19,100.00"
2026-02-24,10471,2026022405003941,TPC,98,49,100,380.00,"38,000.00"
2026-02-24,10472,2026022405003940,TPC,98,69,41,380.00,"15,580.00"
2026-02-24,10473,2026022405004336,TSHL,35,19,10,742.30,"7,423.00"
2026-02-24,10474,2026022405004335,TSHL,35,36,10,740.00,"7,400.00"
2026-02-24,10475,2026022405004076,TSHL,35,44,10,728.00,"7,280.00"
2026-02-24,10476,2026022405004228,TVCL,34,77,360,665.00,"239,400.00"
2026-02-24,10477,2026022405004227,TVCL,34,37,100,665.00,"66,500.00"
2026-02-24,10478,2026022405004226,TVCL,34,35,40,661.00,"26,440.00"
2026-02-24,10479,2026022405004142,TVCL,64,77,470,660.00,"310,200.00"
2026-02-24,10480,2026022405004141,TVCL,64,43,30,660.00,"19,800.00"
2026-02-24,10481,2026022405004140,TVCL,64,3,10,660.00,"6,600.00"
2026-02-24,10482,2026022405004139,TVCL,64,25,30,660.00,"19,800.00"
2026-02-24,10483,2026022405004138,TVCL,64,25,30,659.80,"19,794.00"
2026-02-24,10484,2026022405004331,UHEWA,42,44,25,554.00,"13,850.00"
2026-02-24,10485,2026022405004382,ULHC,48,48,800,521.10,"416,880.00"
2026-02-24,10486,2026022405004263,ULHC,50,58,11,520.20,"5,722.20"
2026-02-24,10487,2026022405004262,ULHC,39,58,59,520.70,"30,721.30"
2026-02-24,10488,2026022405004261,ULHC,22,58,20,520.70,"10,414.00"
2026-02-24,10489,2026022405004260,ULHC,17,58,10,521.00,"5,210.00"
2026-02-24,10490,2026022405004243,ULHC,42,58,10,521.00,"5,210.00"
2026-02-24,10491,2026022405003958,ULHC,48,48,800,523.10,"418,480.00"
2026-02-24,10492,2026022405003921,ULHC,33,22,30,523.00,"15,690.00"
2026-02-24,10493,2026022405004125,ULHC,17,64,50,523.00,"26,150.00"
2026-02-24,10494,2026022405004124,ULHC,33,64,526,523.00,"275,098.00"
2026-02-24,10495,2026022405004008,ULHC,33,11,45,523.00,"23,535.00"
2026-02-24,10496,2026022405003994,ULHC,48,11,50,523.10,"26,155.00"
2026-02-24,10497,2026022405003979,ULHC,48,58,50,523.10,"26,155.00"
2026-02-24,10498,2026022405003968,ULHC,33,58,55,523.00,"28,765.00"
2026-02-24,10499,2026022405004282,USHEC,34,42,50,460.20,"23,010.00"
2026-02-24,10500,2026022405004415,USHL,48,26,80,713.00,"57,040.00"
2026-02-24,10501,2026022405003725,AHL,26,28,230,507.60,"116,748.00"
2026-02-24,10502,2026022405003557,AHL,48,34,10,508.00,"5,080.00"
2026-02-24,10503,2026022405003592,BBC,35,58,10,"4,606.00","46,060.00"
2026-02-24,10504,2026022405003568,BBC,65,58,10,"4,606.00","46,060.00"
2026-02-24,10505,2026022405003473,BBC,36,60,10,"4,606.00","46,060.00"
2026-02-24,10506,2026022405003654,BEDC,59,58,10,514.10,"5,141.00"
2026-02-24,10507,2026022405003886,BHDC,58,42,10,468.50,"4,685.00"
2026-02-24,10508,2026022405003645,BHDC,38,41,20,468.20,"9,364.00"
2026-02-24,10509,2026022405003609,BHDC,38,76,11,468.20,"5,150.20"
2026-02-24,10510,2026022405003794,BHL,34,58,200,196.50,"39,300.00"
2026-02-24,10511,2026022405003727,BHL,52,58,20,196.50,"3,930.00"
2026-02-24,10512,2026022405003715,BHL,42,58,50,196.50,"9,825.00"
2026-02-24,10513,2026022405003714,BHL,42,21,50,196.40,"9,820.00"
2026-02-24,10514,2026022405003661,BHL,25,58,50,196.50,"9,825.00"
2026-02-24,10515,2026022405003653,BHL,42,4,602,196.10,"118,052.20"
2026-02-24,10516,2026022405003623,BHL,14,58,80,196.50,"15,720.00"
2026-02-24,10517,2026022405003542,BHL,22,58,200,196.70,"39,340.00"
2026-02-24,10518,2026022405003533,BHL,22,58,500,196.70,"98,350.00"
2026-02-24,10519,2026022405003652,BHL,58,4,40,196.10,"7,844.00"
2026-02-24,10520,2026022405003651,BHL,52,4,"1,000",196.20,"196,200.00"
2026-02-24,10521,2026022405003650,BHL,7,4,18,196.30,"3,533.40"
2026-02-24,10522,2026022405003649,BHL,26,4,30,196.30,"5,889.00"
2026-02-24,10523,2026022405003648,BHL,41,4,300,196.30,"58,890.00"
2026-02-24,10524,2026022405003647,BHL,32,4,10,196.30,"1,963.00"
2026-02-24,10525,2026022405003758,BHPL,13,43,11,547.90,"6,026.90"
2026-02-24,10526,2026022405003750,BHPL,57,43,11,548.60,"6,034.60"
2026-02-24,10527,2026022405003632,BHPL,49,21,100,553.00,"55,300.00"
2026-02-24,10528,2026022405003525,BHPL,4,49,200,550.00,"110,000.00"
2026-02-24,10529,2026022405003812,BNHC,57,39,637,332.00,"211,484.00"
2026-02-24,10530,2026022405003811,BNHC,58,39,30,332.60,"9,978.00"
2026-02-24,10531,2026022405003810,BNHC,57,39,36,333.00,"11,988.00"
2026-02-24,10532,2026022405003789,BNHC,57,39,264,333.00,"87,912.00"
2026-02-24,10533,2026022405003788,BNHC,38,39,36,333.30,"11,998.80"
2026-02-24,10534,2026022405003743,BNHC,36,32,14,334.00,"4,676.00"
2026-02-24,10535,2026022405003643,BNHC,58,57,15,335.00,"5,025.00"
2026-02-24,10536,2026022405003627,BNHC,38,57,100,335.00,"33,500.00"
2026-02-24,10537,2026022405003528,BNHC,14,45,60,335.00,"20,100.00"
2026-02-24,10538,2026022405003907,CHDC,25,57,89,"2,542.00","226,238.00"
2026-02-24,10539,2026022405003906,CHDC,72,57,11,"2,542.00","27,962.00"
2026-02-24,10540,2026022405003640,CHDC,66,7,85,"2,551.90","216,911.50"
2026-02-24,10541,2026022405003437,CHDC,57,83,500,"2,542.00","1,271,000.00"
2026-02-24,10542,2026022405003436,CHDC,39,83,400,"2,543.00","1,017,200.00"
2026-02-24,10543,2026022405003707,CIT,35,6,30,"1,749.90","52,497.00"
2026-02-24,10544,2026022405003706,CIT,35,44,10,"1,749.90","17,499.00"
2026-02-24,10545,2026022405003705,CIT,35,54,10,"1,749.90","17,499.00"
2026-02-24,10546,2026022405003885,CLI,17,17,10,453.00,"4,530.00"
2026-02-24,10547,2026022405003884,CLI,17,13,13,453.00,"5,889.00"
2026-02-24,10548,2026022405003883,CLI,17,45,13,453.00,"5,889.00"
2026-02-24,10549,2026022405003877,CLI,17,49,10,452.00,"4,520.00"
2026-02-24,10550,2026022405003636,CLI,17,53,13,453.00,"5,889.00"
2026-02-24,10551,2026022405003635,CLI,17,52,13,453.00,"5,889.00"
2026-02-24,10552,2026022405003634,CLI,17,52,13,453.00,"5,889.00"
2026-02-24,10553,2026022405003480,CLI,17,59,13,452.00,"5,876.00"
2026-02-24,10554,2026022405003590,DOLTI,3,34,110,503.10,"55,341.00"
2026-02-24,10555,2026022405003755,DORDI,28,58,450,273.00,"122,850.00"
2026-02-24,10556,2026022405003754,DORDI,28,74,150,272.90,"40,935.00"
2026-02-24,10557,2026022405003615,DORDI,58,58,15,273.00,"4,095.00"
2026-02-24,10558,2026022405003614,DORDI,58,34,110,272.90,"30,019.00"
2026-02-24,10559,2026022405003842,EHPL,13,49,18,406.40,"7,315.20"
2026-02-24,10560,2026022405003534,EHPL,13,76,10,406.30,"4,063.00"
2026-02-24,10561,2026022405003445,EHPL,58,49,40,406.40,"16,256.00"
2026-02-24,10562,2026022405003913,GCIL,42,22,11,408.70,"4,495.70"
2026-02-24,10563,2026022405003899,GCIL,47,45,10,410.90,"4,109.00"
2026-02-24,10564,2026022405003897,GCIL,58,41,5,408.10,"2,040.50"
2026-02-24,10565,2026022405003882,GCIL,47,57,10,410.90,"4,109.00"
2026-02-24,10566,2026022405003878,GCIL,42,66,100,408.70,"40,870.00"
2026-02-24,10567,2026022405003874,GCIL,42,57,10,410.90,"4,109.00"
2026-02-24,10568,2026022405003493,GCIL,17,47,11,410.00,"4,510.00"
2026-02-24,10569,2026022405003492,GCIL,17,58,11,410.00,"4,510.00"
2026-02-24,10570,2026022405003567,GCIL,58,57,1,407.00,407.00
2026-02-24,10571,2026022405003497,GCIL,42,62,10,409.00,"4,090.00"
2026-02-24,10572,2026022405003494,GCIL,17,42,10,410.00,"4,100.00"
2026-02-24,10573,2026022405003690,GCIL,10,54,12,411.00,"4,932.00"
2026-02-24,10574,2026022405003680,GCIL,52,58,10,409.00,"4,090.00"
2026-02-24,10575,2026022405003596,GCIL,58,57,11,409.10,"4,500.10"
2026-02-24,10576,2026022405003801,GCIL,58,39,1,408.00,408.00
2026-02-24,10577,2026022405003796,GCIL,58,38,1,408.00,408.00
2026-02-24,10578,2026022405003787,GCIL,58,21,1,407.50,407.50
2026-02-24,10579,2026022405003744,GCIL,58,58,7,407.00,"2,849.00"
2026-02-24,10580,2026022405003891,GVL,74,66,11,481.30,"5,294.30"
2026-02-24,10581,2026022405003890,GVL,17,66,189,481.40,"90,984.60"
2026-02-24,10582,2026022405003747,GVL,17,49,11,481.40,"5,295.40"
2026-02-24,10583,2026022405003898,HATHY,10,58,7,890.00,"6,230.00"
2026-02-24,10584,2026022405003862,HATHY,49,17,2,885.00,"1,770.00"
2026-02-24,10585,2026022405003589,HATHY,49,77,10,890.00,"8,900.00"
2026-02-24,10586,2026022405003452,HDL,6,45,30,"1,133.30","33,999.00"
2026-02-24,10587,2026022405003451,HDL,58,74,100,"1,133.20","113,320.00"
2026-02-24,10588,2026022405003427,HDL,13,45,20,"1,133.30","22,666.00"
2026-02-24,10589,2026022405003421,HDL,96,74,90,"1,133.40","102,006.00"
2026-02-24,10590,2026022405003471,HDL,57,74,17,"1,133.10","19,262.70"
2026-02-24,10591,2026022405003466,HDL,90,26,11,"1,134.00","12,474.00"
2026-02-24,10592,2026022405003454,HDL,6,26,10,"1,134.00","11,340.00"
2026-02-24,10593,2026022405003453,HDL,6,44,20,"1,133.50","22,670.00"
2026-02-24,10594,2026022405003561,HDL,35,34,10,"1,135.00","11,350.00"
2026-02-24,10595,2026022405003560,HDL,35,17,40,"1,135.00","45,400.00"
2026-02-24,10596,2026022405003521,HDL,66,74,10,"1,133.50","11,335.00"
2026-02-24,10597,2026022405003642,HDL,40,34,10,"1,135.00","11,350.00"
2026-02-24,10598,2026022405003752,HDL,57,72,2,"1,130.00","2,260.00"
2026-02-24,10599,2026022405003556,HHL,49,51,10,333.50,"3,335.00"
2026-02-24,10600,2026022405003536,HHL,49,51,10,333.50,"3,335.00"
2026-02-24,10601,2026022405003441,HHL,35,66,300,333.00,"99,900.00"
2026-02-24,10602,2026022405003820,HIDCL,26,28,35,259.50,"9,082.50"
2026-02-24,10603,2026022405003745,HIDCL,38,34,450,259.00,"116,550.00"
2026-02-24,10604,2026022405003593,HIDCL,67,28,10,258.20,"2,582.00"
2026-02-24,10605,2026022405003486,HIDCL,4,6,50,259.00,"12,950.00"
2026-02-24,10606,2026022405003485,HIDCL,38,6,500,259.00,"129,500.00"
2026-02-24,10607,2026022405003484,HIDCL,42,6,135,259.00,"34,965.00"
2026-02-24,10608,2026022405003483,HIDCL,38,6,100,259.00,"25,900.00"
2026-02-24,10609,2026022405003482,HIDCL,32,6,258,259.00,"66,822.00"
2026-02-24,10610,2026022405003912,HRL,49,66,305,832.80,"254,004.00"
2026-02-24,10611,2026022405003911,HRL,49,66,50,833.00,"41,650.00"
2026-02-24,10612,2026022405003910,HRL,49,66,127,833.00,"105,791.00"
2026-02-24,10613,2026022405003909,HRL,6,66,31,833.10,"25,826.10"
2026-02-24,10614,2026022405003813,HRL,40,58,10,834.10,"8,341.00"
2026-02-24,10615,2026022405003765,HRL,41,20,50,835.00,"41,750.00"
2026-02-24,10616,2026022405003422,HRL,76,28,10,833.20,"8,332.00"
2026-02-24,10617,2026022405003622,HRL,6,57,100,833.10,"83,310.00"
2026-02-24,10618,2026022405003598,HRL,58,45,20,834.00,"16,680.00"
2026-02-24,10619,2026022405003563,HRL,58,55,20,834.00,"16,680.00"
2026-02-24,10620,2026022405003562,HRL,58,38,30,834.00,"25,020.00"
2026-02-24,10621,2026022405003448,HRL,76,55,10,833.20,"8,332.00"
2026-02-24,10622,2026022405003764,HRL,41,26,11,835.00,"9,185.00"
2026-02-24,10623,2026022405003763,HRL,41,90,100,834.90,"83,490.00"
2026-02-24,10624,2026022405003762,HRL,41,32,50,834.00,"41,700.00"
2026-02-24,10625,2026022405003761,HRL,41,94,10,834.00,"8,340.00"
2026-02-24,10626,2026022405003760,HRL,41,45,79,834.00,"65,886.00"
2026-02-24,10627,2026022405003665,HRL,74,45,11,834.00,"9,174.00"
2026-02-24,10628,2026022405003800,IHL,52,58,10,513.00,"5,130.00"
2026-02-24,10629,2026022405003440,IHL,74,36,10,519.90,"5,199.00"
2026-02-24,10630,2026022405003894,ILI,44,49,12,435.00,"5,220.00"
2026-02-24,10631,2026022405003872,ILI,47,21,12,436.00,"5,232.00"
2026-02-24,10632,2026022405003853,ILI,44,13,500,435.00,"217,500.00"
2026-02-24,10633,2026022405003790,ILI,44,13,300,435.00,"130,500.00"
2026-02-24,10634,2026022405003687,ILI,44,32,50,435.00,"21,750.00"
2026-02-24,10635,2026022405003668,ILI,44,13,77,435.00,"33,495.00"
2026-02-24,10636,2026022405003667,ILI,49,13,173,435.10,"75,272.30"
2026-02-24,10637,2026022405003613,ILI,49,32,10,435.10,"4,351.00"
2026-02-24,10638,2026022405003558,ILI,44,42,100,435.00,"43,500.00"
2026-02-24,10639,2026022405003520,ILI,44,32,20,435.00,"8,700.00"
2026-02-24,10640,2026022405003608,KEF,43,51,100,9.14,914.00
2026-02-24,10641,2026022405003819,MAKAR,56,58,10,533.00,"5,330.00"
2026-02-24,10642,2026022405003660,MANDU,42,58,20,798.00,"15,960.00"
2026-02-24,10643,2026022405003896,MBJC,6,49,10,283.60,"2,836.00"
2026-02-24,10644,2026022405003723,MBJC,1,39,979,283.50,"277,546.50"
2026-02-24,10645,2026022405003722,MBJC,76,39,350,283.50,"99,225.00"
2026-02-24,10646,2026022405003721,MBJC,76,39,500,283.50,"141,750.00"
2026-02-24,10647,2026022405003720,MBJC,76,39,160,283.60,"45,376.00"
2026-02-24,10648,2026022405003719,MBJC,76,39,300,283.60,"85,080.00"
2026-02-24,10649,2026022405003585,MBJC,76,41,290,284.00,"82,360.00"
2026-02-24,10650,2026022405003584,MBJC,76,41,300,284.00,"85,200.00"
2026-02-24,10651,2026022405003552,MBJC,29,41,120,285.00,"34,200.00"
2026-02-24,10652,2026022405003548,MBJC,29,38,40,285.00,"11,400.00"
2026-02-24,10653,2026022405003505,MBJC,42,62,240,285.00,"68,400.00"
2026-02-24,10654,2026022405003472,MBJC,42,43,90,285.00,"25,650.00"
2026-02-24,10655,2026022405003718,MBJC,76,39,300,283.70,"85,110.00"
2026-02-24,10656,2026022405003717,MBJC,76,39,300,283.70,"85,110.00"
2026-02-24,10657,2026022405003716,MBJC,76,39,111,284.00,"31,524.00"
2026-02-24,10658,2026022405003588,MBJC,76,41,89,284.00,"25,276.00"
2026-02-24,10659,2026022405003587,MBJC,52,41,11,284.00,"3,124.00"
2026-02-24,10660,2026022405003586,MBJC,76,41,200,284.00,"56,800.00"
2026-02-24,10661,2026022405003808,MEHL,25,34,10,436.10,"4,361.00"
2026-02-24,10662,2026022405003807,MEHL,39,34,490,436.20,"213,738.00"
2026-02-24,10663,2026022405003566,MEHL,39,76,10,436.20,"4,362.00"
2026-02-24,10664,2026022405003514,MEL,45,35,10,280.00,"2,800.00"
2026-02-24,10665,2026022405003863,MHCL,65,58,20,349.00,"6,980.00"
2026-02-24,10666,2026022405003850,MHCL,63,58,73,349.00,"25,477.00"
2026-02-24,10667,2026022405003843,MHCL,65,70,30,349.80,"10,494.00"
2026-02-24,10668,2026022405003809,MHCL,49,7,200,349.00,"69,800.00"
2026-02-24,10669,2026022405003689,MHCL,49,70,15,349.80,"5,247.00"
2026-02-24,10670,2026022405003594,MHCL,48,1,35,349.00,"12,215.00"
2026-02-24,10671,2026022405003565,MHCL,48,55,15,349.00,"5,235.00"
2026-02-24,10672,2026022405003439,MHCL,80,53,500,350.00,"175,000.00"
2026-02-24,10673,2026022405003868,MHL,22,56,100,518.00,"51,800.00"
