fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,7.00,0.3684,7.3684,2026-01-02 [Closed]
2080/2081,7.00,0.3684,7.3684,2025-01-03 [Closed]
2079/2080,10.00,0.5263,10.5263,2024-01-03 [Closed]
2078/2079,15.00,0.7895,15.7895,2023-01-01 [Closed]
2077/2078,15.00,0.7895,15.7895,2022-01-03 [Closed]
