ratio,total_units,issue_price,opening_date,closing_date,status,issue_manager
1: 1,2624676.00,100.00,2025-09-18,2025-10-26,,Global IME Capital ltd.
1:1,1312338.00,100.00,2021-12-23,2022-01-26,,Global IME Capital Ltd
1:1,656169.00,100.00,2021-01-26,2021-02-15,,Global IME Capital Ltd.
