fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,10.00,0.5263,10.5263,2026-01-05 [Closed]
2080/2081,9.5,0.5,10.00,2025-01-03 [Closed]
2078/2079,19.00,1.00,20.00,2023-03-30 [Closed]
2077/2078,13.00,0.00,13.00,2022-01-05 [Closed]
2076/2077,10.00,0.00,10.00,2021-04-04 [Closed]
2075/2076,12.00,0.63,12.63,
2074/2075,8.00,0.42,8.42,2019-01-13 [Closed]
2073/2074,21.21,,21.21,2018-02-18 [Closed]
2072/2073,65.00,,65.00,2017-04-17 [Closed]
