fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,15.00,0.789,15.789,2025-12-04 [Closed]
2079/2080,,6.00,6.00,2023-12-29 [Closed]
2078/2079,0.00,10.526,10.526,2023-03-27 [Closed]
