fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,4.75,0.25,5.00,2026-01-01 [Closed]
2078/2079,14.25,0.75,15.00,2023-04-12 [Closed]
2077/2078,26.00,0.00,26.00,2021-12-27 [Closed]
2076/2077,20.00,1.05,21.05,2021-03-23 [Closed]
2075/2076,20.00,11.579,31.579,2019-12-30 [Closed]
2074/2075,20.00,1.05,21.05,2018-12-31 [Closed]
2073/2074,50.00,10.00,60.00,2017-11-12 [Closed]
