fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2080/2081,,50.00,50.00,2025-01-03 [Closed]
2079/2080,,60.00,60.00,2024-01-05 [Closed]
2078/2079,0.00,60.00,60.00,2023-01-04 [Closed]
2074/2075,0.00,40.00,40.00,2018-09-18 [Closed]
2073/2074,0.00,25.00,25.00,2017-11-27 [Closed]
2071/2072,0.00,25.00,25.00,2015-12-28 [Closed]
2070/2071,0.00,22.00,22.00,2014-12-28 [Closed]
2068/2069,0.00,85.00,85.00,2012-11-29 [Closed]
2067/2068,0.00,55.00,55.00,2011-11-29 [Closed]
