fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,2.00,10.00,12.00,2022-12-29 [Closed]
2077/2078,14.00,3.00,17.00,2021-12-07 [Closed]
2076/2077,12.00,4.00,16.00,2020-12-31 [Closed]
2075/2076,15.00,10.00,25.00,2019-12-29 [Closed]
