fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2080/2081,5.00,0.2632,5.2632,2024-09-23 [Closed]
2079/2080,,5.2632,5.2632,2023-09-29 [Closed]
2075/2076,5.00,10.79,15.79,2019-10-15 [Closed]
2074/2075,15.00,11.32,26.32,2018-10-05 [Closed]
2073/2074,18.00,6.21,24.21,2017-10-26 [Closed]
2072/2073,20.00,6.32,26.32,2016-09-22 [Closed]
2071/2072,20.00,,20.00,2015-11-15 [Closed]
2070/2071,10.00,,10.00,2014-09-18 [Closed]
