fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,,12.00,12.00,2025-09-12 [Closed]
2080/2081,,5.00,5.00,2024-09-27 [Closed]
2079/2080,,5.00,5.00,2023-10-12 [Closed]
