ratio,total_units,issue_price,opening_date,closing_date,status,issue_manager
1:1,3869775.00,100.00,2025-06-06,2025-07-11,,Global Ime Capital Limited
10:3,893025.00,100.00,2022-01-25,2022-02-14,,Global IME Capital Ltd.
