fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,5.00,0.2632,5.2632,2026-01-02 [Closed]
2080/2081,5.00,0.2632,5.2632,2024-10-18 [Closed]
2078/2079,7.5,0.3947,7.8947,2023-02-16 [Closed]
2077/2078,10.5,0.55,11.05,2021-09-03 [Closed]
2076/2077,9.00,0.00,9.00,2020-11-16 [Closed]
2075/2076,5.00,0.00,5.00,2020-03-14 [Closed]
2074/2075,5.00,0.00,5.00,2018-12-30 [Closed]
2073/2074,8.00,,8.00,2018-01-05 [Closed]
2072/2073,5.00,,5.00,2016-08-17 [Closed]
