fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,,6.3158,6.3158,2025-11-28 [Closed]
2079/2080,,4.2105,4.2105,2023-12-22 [Closed]
2078/2079,0.00,4.2105,4.2105,2022-11-17 [Closed]
2077/2078,8.00,0.42,8.42,2021-11-25 [Closed]
