fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,,8.25,8.25,2025-08-29 [Closed]
2080/2081,,6.5,6.5,2024-10-09 [Closed]
2079/2080,0.00,8.00,8.00,2023-09-05 [Closed]
2077/2078,0.00,40.00,40.00,2021-09-09 [Closed]
2076/2077,0.00,10.00,10.00,2020-10-01 [Closed]
