fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,7.00,0.3684,7.3684,2026-04-17
2078/2079,7.00,0.368,7.368,2023-03-23 [Closed]
2076/2077,0.00,5.263,5.263,2020-12-20 [Closed]
2075/2076,0.00,8.421,8.421,2019-12-27 [Closed]
2074/2075,0.00,5.00,5.00,2018-12-11 [Closed]
2073/2074,0.00,5.00,5.00,2017-12-08 [Closed]
