fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,4.75,0.25,5.00,2025-11-30 [Closed]
2076/2077,5.00,0.263,5.263,2020-12-31 [Closed]
2073/2074,5.00,0.263,5.263,2017-10-04 [Closed]
