fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,10.00,0.5263,10.5263,2023-03-31 [Closed]
2077/2078,21.5,1.13,22.63,2021-12-24 [Closed]
2076/2077,19.00,1.00,20.00,2020-12-29 [Closed]
2075/2076,12.00,0.63,12.63,2020-03-23 [Closed]
2074/2075,15.00,0.78,15.78,2018-12-30 [Closed]
2073/2074,25.00,1.3158,26.3158,2017-11-10 [Closed]
2072/2073,25.00,1.31,26.31,2016-11-03 [Closed]
2071/2072,15.00,,15.00,2016-04-28 [Closed]
