fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,0.00,20.00,20.00,2025-12-23 [Closed]
2080/2081,26.9841,1.4202,28.4043,2025-03-12 [Closed]
2079/2080,5.00,0.2632,5.2632,2024-01-14 [Closed]
