fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2080/2081,3.00,4.00,7.00,2025-01-03 [Closed]
2079/2080,4.00,4.5,8.5,2024-01-02 [Closed]
2078/2079,3.00,9.00,12.00,2022-12-28 [Closed]
2077/2078,13.00,0.6842,13.6842,2021-12-13 [Closed]
2076/2077,7.00,3.00,10.00,2020-12-29 [Closed]
2075/2076,5.00,15.00,20.00,2020-01-08 [Closed]
2074/2075,17.07,0.00,17.07,2019-08-07 [Closed]
