fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,0.00,25.00,25.00,2026-01-02 [Closed]
2080/2081,,30.00,30.00,2025-02-14 [Closed]
2079/2080,,11.00,11.00,2024-02-23 [Closed]
