fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,14.25,0.75,15.00,2025-10-31 [Closed]
2080/2081,14.25,0.75,15.00,2024-10-02 [Closed]
2078/2079,4.00,0.2105,4.2105,2023-01-04 [Closed]
2077/2078,16.9064,0.8894,17.796,2021-10-25 [Closed]
2075/2076,7.61,0.4,8.01,2019-11-13 [Closed]
