fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,10.00,0.5263,10.5263,2025-12-29 [Closed]
2077/2078,10.00,0.5263,10.5263,2021-08-20 [Closed]
2076/2077,4.75,0.25,5.00,2020-12-27 [Closed]
