ratio,total_units,issue_price,opening_date,closing_date,status,issue_manager
10:2,11938992.00,100.00,2018-05-10,2018-06-14,,NIBL Capital Market Limited
2:1,13495833.00,100.00,2017-03-18,2017-04-22,,Siddhartha Capital Limited
