fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,6.65,0.35,7.00,2026-01-02 [Closed]
2078/2079,11.00,0.58,11.58,2023-02-26 [Closed]
2077/2078,19.00,1.00,20.00,2021-10-31 [Closed]
2076/2077,3.5,0.1842,3.6842,2021-03-04 [Closed]
2075/2076,5.00,5.00,10.00,2020-06-29 [Closed]
2074/2075,4.00,3.89,7.89,2019-01-04 [Closed]
2073/2074,4.5,0.23,4.73,2017-12-22 [Closed]
2072/2073,5.00,0.26,5.26,2017-02-18 [Closed]
