fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,0.00,12.00,12.00,2026-01-05 [Closed]
2080/2081,12.00,0.6315,12.6315,2025-06-09 [Closed]
2079/2080,16.00,0.84,16.84,2024-01-29 [Closed]
