fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,40.00,2.105,42.105,2025-11-27 [Closed]
2080/2081,5.00,0.2632,5.2632,2024-12-06 [Closed]
2078/2079,0.00,5.26,5.26,2022-12-20 [Closed]
2077/2078,5.00,0.26,5.26,2021-12-30 [Closed]
2076/2077,2.85,0.15,3.00,2021-01-25 [Closed]
