ratio,total_units,issue_price,opening_date,closing_date,status,issue_manager
1:0.70,3454474.28,100.00,2022-05-20,2022-06-09,,Prabhu Capital Ltd.
1:1.25,1697506.25,100.00,2020-11-19,2020-12-09,,Prabhu Capital Limited
