ratio,total_units,issue_price,opening_date,closing_date,status,issue_manager
1:1,18679626.00,100.00,2024-02-29,2024-03-20,,Muktinath Capital Limited
1:0.5,5241197.00,100.00,2021-04-19,2021-05-16,,Muktinath Capital Limited
1:1,3504930.00,100.00,2014-03-24,2014-04-27,,Elite Capital Ltd.
