fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,20.00,1.0526,21.0526,2023-03-30 [Closed]
2077/2078,20.031,1.054,21.085,2021-12-27 [Closed]
2076/2077,19.00,1.00,20.00,2021-01-01 [Closed]
2075/2076,15.00,5.00,20.00,2019-12-29 [Closed]
2074/2075,10.00,0.526,10.526,2018-12-14 [Closed]
2073/2074,10.00,5.00,15.00,2017-11-17 [Closed]
2072/2073,15.00,5.00,20.00,2016-11-22 [Closed]
