fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,14.00,0.7368,14.7368,2026-01-05 [Closed]
2080/2081,14.00,0.7368,14.7368,2024-12-31 [Closed]
2079/2080,14.00,0.7369,14.7369,2024-01-03 [Closed]
2078/2079,14.285,0.714,14.99,2023-03-31 [Closed]
2077/2078,70.00,3.68,73.68,2022-03-26 [Closed]
