fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,20.00,0.00,20.00,2023-02-14 [Closed]
2077/2078,27.7,1.46,29.16,2021-12-30 [Closed]
2076/2077,14.25,0.75,15.00,2021-01-22 [Closed]
2075/2076,10.00,5.00,15.00,2019-12-20 [Closed]
