fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,14.25,0.75,15.00,2026-01-06 [Closed]
2080/2081,14.25,0.75,15.00,2024-12-03 [Closed]
2079/2080,7.5,7.5,15.00,2024-03-13 [Closed]
2078/2079,15.00,0.00,15.00,2023-04-17 [Closed]
2077/2078,40.00,5.00,45.00,2022-01-11 [Closed]
2076/2077,21.00,6.00,27.00,2021-02-26 [Closed]
2075/2076,75.00,5.00,80.00,2019-12-02 [Closed]
2074/2075,25.00,15.00,40.00,2018-12-01 [Closed]
2073/2074,20.00,15.00,35.00,2017-12-01 [Closed]
