fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2077/2078,20.00,1.053,21.053,2022-01-17 [Closed]
2075/2076,10.00,,10.00,2020-09-30 [Closed]
2074/2075,15.00,1.58,16.58,2019-04-22 [Closed]
