fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,6.5,1.5,8.00,2022-12-16 [Closed]
2077/2078,12.00,0.63,12.63,2021-12-19 [Closed]
2076/2077,10.00,0.5263,10.52,2020-12-25 [Closed]
2075/2076,16.00,0.84,16.84,2019-11-12 [Closed]
2074/2075,8.00,0.42,8.42,2019-02-18 [Closed]
