fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,0.00,5.00,5.00,2023-01-01 [Closed]
2077/2078,7.7,3.3,11.00,2022-01-02 [Closed]
2076/2077,7.00,3.00,10.00,2021-01-25 [Closed]
2075/2076,0.00,7.00,7.00,2020-02-11 [Closed]
2074/2075,0.00,7.00,7.00,2019-03-07 [Closed]
2073/2074,8.77,0.00,8.77,2018-10-31 [Closed]
2072/2073,22.5,1.74,24.24,2016-04-11 [Closed]
2071/2072,33.00,1.74,34.74,2016-01-03 [Closed]
2069/2070,10.00,,10.00,2014-07-03 [Closed]
