fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,,13.00,13.00,2025-09-07 [Closed]
2080/2081,,8.00,8.00,2024-09-27 [Closed]
2079/2080,,9.6,9.6,2023-10-13 [Closed]
2078/2079,0.00,7.00,7.00,2022-11-04 [Closed]
2077/2078,0.00,35.00,35.00,2021-09-27 [Closed]
2076/2077,0.00,9.00,9.00,2020-09-10 [Closed]
