fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2080/2081,13.3,0.7,14.00,2024-11-29 [Closed]
2078/2079,25.00,5.00,30.00,2023-01-01 [Closed]
2077/2078,35.00,7.00,42.00,2021-12-31 [Closed]
2076/2077,25.00,6.58,31.58,2021-02-17 [Closed]
2075/2076,32.5,12.5,45.00,2019-12-31 [Closed]
2074/2075,25.00,20.00,45.00,2018-12-30 [Closed]
2073/2074,50.00,15.00,65.00,2018-03-01 [Closed]
