fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2075/2076,11.4851,0.6049,12.092,2020-01-01 [Closed]
2073/2074,5.95,0.3132,6.2632,2018-07-06 [Closed]
2072/2073,16.8,0.88,17.68,2016-10-20 [Closed]
2071/2072,12.5,0.66,13.16,2015-10-30 [Closed]
2070/2071,7.5,0.397,7.897,2015-01-16 [Closed]
2069/2070,0.00,4.5,4.5,2013-12-16 [Closed]
