fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2080/2081,5.00,0.2632,5.2632,2024-11-13 [Closed]
2079/2080,4.75,0.25,5.00,2024-01-05 [Closed]
2078/2079,0.00,5.00,5.00,2023-01-05 [Closed]
