fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,,12.00,12.00,2025-08-31 [Closed]
2080/2081,,10.00,10.00,2024-09-30 [Closed]
2079/2080,,9.5,9.5,2023-09-29 [Closed]
