fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,10.00,0.53,10.53,2025-12-16 [Closed]
2080/2081,5.00,0.26,5.26,2025-01-01 [Closed]
2079/2080,7.00,0.37,7.37,2024-01-04 [Closed]
