fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2080/2081,6.00,0.9624,6.9624,2025-01-05 [Closed]
2079/2080,14.0051,,14.0051,2024-08-08 [Closed]
2078/2079,15.00,0.00,15.00,2023-04-27 [Closed]
