fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,,14.00,14.00,2025-08-19 [Closed]
2080/2081,0.00,12.5,12.5,2024-08-23 [Closed]
2079/2080,0.00,16.00,16.00,2023-10-01 [Closed]
2078/2079,0.00,12.00,12.00,2022-09-14 [Closed]
2077/2078,0.00,50.00,50.00,2021-09-01 [Closed]
2076/2077,0.00,7.00,7.00,2020-09-27 [Closed]
