fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,10.00,5.789,15.789,2025-12-28 [Closed]
2080/2081,15.00,0.789,15.789,2024-10-16 [Closed]
2079/2080,,10.5263,10.5263,2024-01-02 [Closed]
2078/2079,10.00,0.5263,10.5263,2022-10-13 [Closed]
2077/2078,10.00,0.5263,10.5263,2021-09-23 [Closed]
2076/2077,0.00,10.5263,10.5263,2021-09-23 [Closed]
