fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,0.00,5.00,5.00,2025-12-22 [Closed]
2080/2081,0.00,11.00,11.00,2024-12-22 [Closed]
2079/2080,4.00,11.00,15.00,2023-12-28 [Closed]
2078/2079,0.00,8.42,8.42,2023-02-01 [Closed]
2076/2077,0.00,10.00,10.00,2021-02-12 [Closed]
2075/2076,0.00,12.00,12.00,2019-12-24 [Closed]
2074/2075,0.00,12.631,12.631,2019-05-17 [Closed]
2073/2074,0.00,7.36,7.36,2018-03-02 [Closed]
