fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2081/2082,4.00,4.421,8.421,2026-01-05 [Closed]
2080/2081,8.00,0.421,8.421,2025-05-30 [Closed]
2079/2080,10.00,0.526,10.526,2024-10-02 [Closed]
