ratio,total_units,issue_price,opening_date,closing_date,status,issue_manager
1:0.42,14279312.48,100.00,2025-07-09,2025-08-05,,Muktinath Capital Limited
1:0.6,7540352.73,100.00,2019-04-08,2019-05-12,,NIBL Ace Capital Limited
2:1,4027966.00,100.00,2018-02-24,2018-04-14,,NIBL Ace Capital Limited
20:1,256297.00,100.00,2014-04-01,2014-05-05,,Civil Capital Market Ltd.
