fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2079/2080,4.75,0.25,5.00,2024-05-19 [Closed]
2078/2079,4.75,0.25,5.00,2023-06-22 [Closed]
2077/2078,5.00,0.2632,5.2632,2022-09-04 [Closed]
2076/2077,16.5,2.5,19.00,2021-12-29 [Closed]
